drug,activity_chembl_id,molecule_chembl_id,assay_chembl_id,target_chembl_id,target_pref_name,target_organism,bao_label,standard_type,standard_relation,standard_value,standard_units,pchembl_value,data_validity_comment,activity_comment,src_id,document_chembl_id
PLX-4720,,CHEMBL1230020,CHEMBL2363385,CHEMBL614096,LOX IMVI,Homo sapiens,cell-based format,IC50,=,27367.96,nM,4.56,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363612,CHEMBL2366159,RS4-11,Homo sapiens,cell-based format,IC50,=,9604.8,nM,5.02,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363647,CHEMBL614919,SK-MEL-28,Homo sapiens,cell-based format,IC50,=,1045.69,nM,5.98,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363648,CHEMBL614920,SK-MEL3,Homo sapiens,cell-based format,IC50,=,515.68,nM,6.29,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363806,CHEMBL1075601,TYK-nu,Homo sapiens,cell-based format,IC50,=,12393.23,nM,4.91,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363281,CHEMBL1075465,HN,Homo sapiens,cell-based format,IC50,=,17724.82,nM,4.75,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363282,CHEMBL1075466,HO-1-N-1,Homo sapiens,cell-based format,IC50,=,65939.72,nM,4.18,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363353,CHEMBL2366190,KY821,Homo sapiens,cell-based format,IC50,=,9051.78,nM,5.04,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363577,CHEMBL614051,OVCAR-4,Homo sapiens,cell-based format,IC50,=,81909.75,nM,4.09,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363615,CHEMBL1075567,RVH-421,Homo sapiens,cell-based format,IC50,=,867.96,nM,6.06,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363649,CHEMBL1075577,SK-MEL-30,Homo sapiens,cell-based format,IC50,=,1333.86,nM,5.88,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363651,CHEMBL614923,SK-MES-1,Homo sapiens,cell-based format,IC50,=,21738.07,nM,4.66,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363247,CHEMBL2366111,GR-ST,Homo sapiens,cell-based format,IC50,=,27670.64,nM,4.56,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363283,CHEMBL614643,HOP-62,Homo sapiens,cell-based format,IC50,=,28713.03,nM,4.54,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363284,CHEMBL613889,HOP-92,Homo sapiens,cell-based format,IC50,=,21498.71,nM,4.67,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363285,CHEMBL614736,HOS,Homo sapiens,cell-based format,IC50,=,77269.48,nM,4.11,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363354,CHEMBL1075484,KYSE-140,Homo sapiens,cell-based format,IC50,=,14075.34,nM,4.85,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363389,CHEMBL2366189,LS-411N,Homo sapiens,cell-based format,IC50,=,17117.99,nM,4.77,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363427,CHEMBL614725,MIA PaCa-2,Homo sapiens,cell-based format,IC50,=,50552.99,nM,4.3,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363460,CHEMBL2366345,NB7,Homo sapiens,cell-based format,IC50,=,6213.73,nM,5.21,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363544,CHEMBL2366105,NCI-H720,Homo sapiens,cell-based format,IC50,=,15268.43,nM,4.82,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363545,CHEMBL1075545,NCI-H727,Homo sapiens,cell-based format,IC50,=,48772.57,nM,4.31,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363616,CHEMBL614886,RXF 393,Homo sapiens,cell-based format,IC50,=,20675.64,nM,4.68,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363618,CHEMBL2366170,Ramos-2G6-4C10,Homo sapiens,cell-based format,IC50,=,22736.6,nM,4.64,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363654,CHEMBL1075578,SK-N-AS,Homo sapiens,cell-based format,IC50,=,75198.55,nM,4.12,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363250,CHEMBL1075452,H4,Homo sapiens,cell-based format,IC50,=,6224.93,nM,5.21,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363286,CHEMBL1075467,HPAF-II,Homo sapiens,cell-based format,IC50,=,65633.81,nM,4.18,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363322,CHEMBL2366372,JVM-3,Homo sapiens,cell-based format,IC50,=,9569.99,nM,5.02,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363391,CHEMBL2366236,LU-134-A,Homo sapiens,cell-based format,IC50,=,20705.62,nM,4.68,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363463,CHEMBL1075512,NCI-H1048,Homo sapiens,cell-based format,IC50,=,59198.37,nM,4.23,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363504,CHEMBL2366365,NCI-H209,Homo sapiens,cell-based format,IC50,=,1608.6,nM,5.79,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363581,CHEMBL2366165,P30-OHK,Homo sapiens,cell-based format,IC50,=,38133.23,nM,4.42,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363812,CHEMBL614388,UO-31,Homo sapiens,cell-based format,IC50,=,35813.18,nM,4.45,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363813,CHEMBL615022,U-251,Homo sapiens,cell-based format,IC50,=,14849.19,nM,4.83,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363252,CHEMBL2366142,HAL-01,Homo sapiens,cell-based format,IC50,=,89062.47,nM,4.05,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363288,CHEMBL612279,HSC-3,Homo sapiens,cell-based format,IC50,=,8070.68,nM,5.09,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363326,CHEMBL2366152,K5,Homo sapiens,cell-based format,IC50,=,761.48,nM,6.12,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363360,CHEMBL613868,KYSE-510,Homo sapiens,cell-based format,IC50,=,57772.8,nM,4.24,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363392,CHEMBL1075492,LU-135,Homo sapiens,cell-based format,IC50,=,66243.68,nM,4.18,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363393,CHEMBL2366248,LU-139,Homo sapiens,cell-based format,IC50,=,78556.57,nM,4.11,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363432,CHEMBL614356,ML-2,Homo sapiens,cell-based format,IC50,=,28281.36,nM,4.55,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363464,CHEMBL2366351,NCI-H1092,Homo sapiens,cell-based format,IC50,=,43289.45,nM,4.36,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363465,CHEMBL2366073,NCI-H1155,Homo sapiens,cell-based format,IC50,=,38001.55,nM,4.42,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363549,CHEMBL2366077,NCI-H82,Homo sapiens,cell-based format,IC50,=,25938.02,nM,4.59,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363583,CHEMBL614949,PA-1,Homo sapiens,cell-based format,IC50,=,2726.73,nM,5.56,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363621,CHEMBL2366327,SBC-1,Homo sapiens,cell-based format,IC50,=,15430.45,nM,4.81,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363657,CHEMBL1075580,SK-NEP-1,Homo sapiens,cell-based format,IC50,=,24874.37,nM,4.6,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363659,CHEMBL2366108,SK-PN-DW,Homo sapiens,cell-based format,IC50,=,96502.99,nM,4.01,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363697,CHEMBL2366238,SW982,Homo sapiens,cell-based format,IC50,=,8415.16,nM,5.08,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363814,CHEMBL612796,UACC-257,Homo sapiens,cell-based format,IC50,=,38789.98,nM,4.41,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363291,CHEMBL614580,HT-1080,Homo sapiens,cell-based format,IC50,=,6109.46,nM,5.21,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363292,CHEMBL614836,HT1197,Homo sapiens,cell-based format,IC50,=,23081.7,nM,4.64,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363328,CHEMBL2366156,KARPAS-299,Homo sapiens,cell-based format,IC50,=,43307.07,nM,4.36,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363363,CHEMBL2366267,L-363,Homo sapiens,cell-based format,IC50,=,37645.48,nM,4.42,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363395,CHEMBL614694,Lu-65,Homo sapiens,cell-based format,IC50,=,21862.37,nM,4.66,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363433,CHEMBL2366211,MLMA,Homo sapiens,cell-based format,IC50,=,59592.04,nM,4.22,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363434,CHEMBL2366196,MMAC-SF,Homo sapiens,cell-based format,IC50,=,686.14,nM,6.16,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363468,CHEMBL2366266,NCI-H1304,Homo sapiens,cell-based format,IC50,=,32330.11,nM,4.49,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363553,CHEMBL614931,SNU1,Homo sapiens,cell-based format,IC50,=,27943.96,nM,4.55,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363587,CHEMBL614140,PC-14,Homo sapiens,cell-based format,IC50,=,50880.16,nM,4.29,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363701,CHEMBL614361,T47D,Homo sapiens,cell-based format,IC50,=,22797.94,nM,4.64,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363818,CHEMBL612799,UMUC3,Homo sapiens,cell-based format,IC50,=,46805.89,nM,4.33,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363223,CHEMBL2366124,EW-13,Homo sapiens,cell-based format,IC50,=,18570.79,nM,4.73,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363293,CHEMBL612258,HT-1376,Homo sapiens,cell-based format,IC50,=,22605.95,nM,4.65,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363294,CHEMBL2366291,HT-144,Homo sapiens,cell-based format,IC50,=,363.29,nM,6.44,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363330,CHEMBL2366305,KARPAS-45,Homo sapiens,cell-based format,IC50,=,2049.78,nM,5.69,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363397,CHEMBL614107,LXF-289 cell line,Homo sapiens,cell-based format,IC50,=,10458.05,nM,4.98,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363398,CHEMBL614721,LoVo,Homo sapiens,cell-based format,IC50,=,22243.99,nM,4.65,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363435,CHEMBL2366070,MN-60,Homo sapiens,cell-based format,IC50,=,33854.43,nM,4.47,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363436,CHEMBL2366103,MOLT-13,Homo sapiens,cell-based format,IC50,=,58566.63,nM,4.23,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363513,CHEMBL1075536,NCI-H2228,Homo sapiens,cell-based format,IC50,=,17307.09,nM,4.76,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363555,CHEMBL614934,SNU-5,Homo sapiens,cell-based format,IC50,=,2119.69,nM,5.67,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363588,CHEMBL390,PC-3,Homo sapiens,cell-based format,IC50,=,53359.02,nM,4.27,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363626,CHEMBL1075570,SCC-4,Homo sapiens,cell-based format,IC50,=,14335.89,nM,4.84,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363703,CHEMBL614775,T98G,Homo sapiens,cell-based format,IC50,=,40495.67,nM,4.39,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363820,CHEMBL2366259,VA-ES-BJ,Homo sapiens,cell-based format,IC50,=,10014.89,nM,5.0,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363224,CHEMBL2366358,EW-16,Homo sapiens,cell-based format,IC50,=,46780.62,nM,4.33,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363260,CHEMBL1075457,HCC1806,Homo sapiens,cell-based format,IC50,=,6819.31,nM,5.17,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363295,CHEMBL384,HT-29,Homo sapiens,cell-based format,IC50,=,47879.19,nM,4.32,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363332,CHEMBL2366287,KE-37,Homo sapiens,cell-based format,IC50,=,16810.74,nM,4.77,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363366,CHEMBL2366090,LAMA-84,Homo sapiens,cell-based format,IC50,=,14993.16,nM,4.82,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363400,CHEMBL614317,M14,Homo sapiens,cell-based format,IC50,=,217.57,nM,6.66,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363438,CHEMBL614177,MOLT-4,Homo sapiens,cell-based format,IC50,=,21191.5,nM,4.67,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363592,CHEMBL614241,PSN1,Homo sapiens,cell-based format,IC50,=,55040.32,nM,4.26,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363628,CHEMBL1075573,SCH,Homo sapiens,cell-based format,IC50,=,15783.5,nM,4.8,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363706,CHEMBL615010,TCC-SUP,Homo sapiens,cell-based format,IC50,=,28927.25,nM,4.54,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363225,CHEMBL2366097,EW-18,Homo sapiens,cell-based format,IC50,=,33897.08,nM,4.47,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363263,CHEMBL2366126,HCC2157,Homo sapiens,cell-based format,IC50,=,46035.88,nM,4.34,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363298,CHEMBL1075472,HTC-C3,Homo sapiens,cell-based format,IC50,=,1662.94,nM,5.78,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363333,CHEMBL612264,KG-1,Homo sapiens,cell-based format,IC50,=,4739.08,nM,5.32,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363334,CHEMBL2366154,KGN,Homo sapiens,cell-based format,IC50,=,35729.23,nM,4.45,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363368,CHEMBL2366136,LB1047-RCC,Homo sapiens,cell-based format,IC50,=,44995.93,nM,4.35,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363402,CHEMBL1075495,MC-IXC,Homo sapiens,cell-based format,IC50,=,79720.76,nM,4.1,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363593,CHEMBL2366337,QIMR-WIL,Homo sapiens,cell-based format,IC50,=,12883.33,nM,4.89,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363668,CHEMBL1075585,SNU-449,Homo sapiens,cell-based format,IC50,=,27201.8,nM,4.57,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363823,CHEMBL1075611,WM-115,Homo sapiens,cell-based format,IC50,=,886.92,nM,6.05,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363264,CHEMBL2366221,HCC2218,Homo sapiens,cell-based format,IC50,=,878.44,nM,6.06,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363301,CHEMBL614581,HuCCT-1,Homo sapiens,cell-based format,IC50,=,65644.05,nM,4.18,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363369,CHEMBL2366330,LB2241-RCC,Homo sapiens,cell-based format,IC50,=,7369.07,nM,5.13,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363370,CHEMBL2366335,LB2518-MEL,Homo sapiens,cell-based format,IC50,=,23641.2,nM,4.63,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363404,CHEMBL387,MCF7,Homo sapiens,cell-based format,IC50,=,39862.94,nM,4.4,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363442,CHEMBL2366125,MS-1,Homo sapiens,cell-based format,IC50,=,22120.33,nM,4.66,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363477,CHEMBL1075516,NCI-H1581,Homo sapiens,cell-based format,IC50,=,61038.76,nM,4.21,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363520,CHEMBL1075540,NCI-H2452,Homo sapiens,cell-based format,IC50,=,94980.35,nM,4.02,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363559,CHEMBL2366349,NMC-G1,Homo sapiens,cell-based format,IC50,=,12606.17,nM,4.9,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363596,CHEMBL614144,RD,Homo sapiens,cell-based format,IC50,=,69422.57,nM,4.16,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363632,CHEMBL614908,SF-295,Homo sapiens,cell-based format,IC50,=,50788.76,nM,4.29,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363789,CHEMBL2366166,TE-11,Homo sapiens,cell-based format,IC50,=,56077.58,nM,4.25,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363790,CHEMBL2366278,TE-12,Homo sapiens,cell-based format,IC50,=,20720.05,nM,4.68,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363827,CHEMBL1075612,YKG-1,Homo sapiens,cell-based format,IC50,=,19571.12,nM,4.71,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363230,CHEMBL614489,EOL1,Homo sapiens,cell-based format,IC50,=,141.66,nM,6.85,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363231,CHEMBL612250,FaDu,Homo sapiens,cell-based format,IC50,=,88356.7,nM,4.05,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363268,CHEMBL2366207,HCE-4,Homo sapiens,cell-based format,IC50,=,92547.68,nM,4.03,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363302,CHEMBL614039,Huh-7,Homo sapiens,cell-based format,IC50,=,89394.13,nM,4.05,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363303,CHEMBL1075475,HuO-3N1,Homo sapiens,cell-based format,IC50,=,2879.46,nM,5.54,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363304,CHEMBL1075476,HuO9,Homo sapiens,cell-based format,IC50,=,52010.42,nM,4.28,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363444,CHEMBL613835,MV4-11,Homo sapiens,cell-based format,IC50,=,75624.1,nM,4.12,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363480,CHEMBL2366214,NCI-H1648,Homo sapiens,cell-based format,IC50,=,17817.96,nM,4.75,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363561,CHEMBL2366141,NOS-1,Homo sapiens,cell-based format,IC50,=,10847.19,nM,4.96,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363562,CHEMBL614206,NTERA-2-cl-D1,Homo sapiens,cell-based format,IC50,=,65719.72,nM,4.18,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363634,CHEMBL2366309,SH-4,Homo sapiens,cell-based format,IC50,=,414.22,nM,6.38,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363233,CHEMBL614036,G-361,Homo sapiens,cell-based format,IC50,=,346.37,nM,6.46,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363306,CHEMBL1075478,HuP-T4,Homo sapiens,cell-based format,IC50,=,63316.88,nM,4.2,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363373,CHEMBL2366099,LB771-HNC,Homo sapiens,cell-based format,IC50,=,98360.18,nM,4.01,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363446,CHEMBL2366226,MZ2-MEL,Homo sapiens,cell-based format,IC50,=,16064.61,nM,4.79,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363481,CHEMBL1075518,NCI-H1650,Homo sapiens,cell-based format,IC50,=,51813.57,nM,4.29,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363526,CHEMBL614135,NCI-H358,Homo sapiens,cell-based format,IC50,=,2922.32,nM,5.53,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363528,CHEMBL1075542,NCI-H441,Homo sapiens,cell-based format,IC50,=,60717.5,nM,4.22,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363563,CHEMBL614208,NUGC-3,Homo sapiens,cell-based format,IC50,=,19988.7,nM,4.7,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363564,CHEMBL1075552,NY,Homo sapiens,cell-based format,IC50,=,46177.79,nM,4.34,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363600,CHEMBL2366350,RH-18,Homo sapiens,cell-based format,IC50,=,20574.82,nM,4.69,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363235,CHEMBL1075446,G-402,Homo sapiens,cell-based format,IC50,=,80344.37,nM,4.09,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363307,CHEMBL2366366,IA-LM,Homo sapiens,cell-based format,IC50,=,18317.19,nM,4.74,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363308,CHEMBL1075479,IGR-1,Homo sapiens,cell-based format,IC50,=,21379.6,nM,4.67,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363342,CHEMBL2366244,KNS-62,Homo sapiens,cell-based format,IC50,=,11240.36,nM,4.95,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363375,CHEMBL2366110,LB996-RCC,Homo sapiens,cell-based format,IC50,=,29568.19,nM,4.53,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363447,CHEMBL2366138,MZ7-mel,Homo sapiens,cell-based format,IC50,=,1149.63,nM,5.94,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363679,CHEMBL1075588,SW1417,Homo sapiens,cell-based format,IC50,=,50782.46,nM,4.29,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363795,CHEMBL2366182,TE-8,Homo sapiens,cell-based format,IC50,=,94440.5,nM,4.03,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363237,CHEMBL1075447,GAMG,Homo sapiens,cell-based format,IC50,=,50575.74,nM,4.3,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363238,CHEMBL2366292,GB-1,Homo sapiens,cell-based format,IC50,=,72933.79,nM,4.14,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363309,CHEMBL613984,IGROV-1,Homo sapiens,cell-based format,IC50,=,61536.65,nM,4.21,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363343,CHEMBL2366203,KNS-81-FD,Homo sapiens,cell-based format,IC50,=,19585.78,nM,4.71,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363345,CHEMBL1075482,KP-4,Homo sapiens,cell-based format,IC50,=,2307.87,nM,5.64,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363377,CHEMBL2366260,LC-2-ad,Homo sapiens,cell-based format,IC50,=,71832.57,nM,4.14,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363379,CHEMBL614066,LCLC-103H cell line,Homo sapiens,cell-based format,IC50,=,86649.91,nM,4.06,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363414,CHEMBL2366084,MEG-01,Homo sapiens,cell-based format,IC50,=,68725.2,nM,4.16,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363415,CHEMBL1075500,MEL-HO,Homo sapiens,cell-based format,IC50,=,411.79,nM,6.38,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363486,CHEMBL1075522,NCI-H1703,Homo sapiens,cell-based format,IC50,=,52242.12,nM,4.28,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363488,CHEMBL1075524,NCI-H1755,Homo sapiens,cell-based format,IC50,=,20476.38,nM,4.69,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363606,CHEMBL1075566,RPMI-2650,Homo sapiens,cell-based format,IC50,=,95660.55,nM,4.02,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363641,CHEMBL614912,SK-HEP1,Homo sapiens,cell-based format,IC50,=,11352.73,nM,4.95,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363682,CHEMBL1075590,SW1710,Homo sapiens,cell-based format,IC50,=,67620.83,nM,4.17,,,5,CHEMBL1201861
PLX-4720,,CHEMBL1230020,CHEMBL2363240,CHEMBL1075448,GCT,Homo sapiens,cell-based format,IC50,=,8753.14,nM,5.06,,,5,CHEMBL1201861
