source,native,name,p_value,significant,term_size,query_size,intersection_size,intersection_genes
GO:MF,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",1.0,False,8,313,1,
GO:MF,GO:0015389,pyrimidine- and adenosine-specific:sodium symporter activity,1.0,False,1,313,1,
GO:MF,GO:0016810,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",1.0,False,9,313,1,
GO:MF,GO:0016505,peptidase activator activity involved in apoptotic process,1.0,False,1,313,1,
GO:MF,GO:0015432,ABC-type bile acid transporter activity,1.0,False,2,313,2,
GO:MF,GO:0015459,potassium channel regulator activity,1.0,False,5,313,4,
GO:MF,GO:0015464,acetylcholine receptor activity,1.0,False,8,313,6,
GO:MF,GO:0015562,efflux transmembrane transporter activity,1.0,False,3,313,3,
GO:MF,GO:0015605,organophosphate ester transmembrane transporter activity,1.0,False,2,313,1,
GO:MF,GO:0015631,tubulin binding,1.0,False,16,313,8,
GO:MF,GO:0015926,glucosidase activity,1.0,False,1,313,1,
GO:MF,GO:0015932,nucleobase-containing compound transmembrane transporter activity,1.0,False,3,313,2,
GO:MF,GO:0016004,phospholipase activator activity,1.0,False,7,313,5,
GO:MF,GO:0016018,cyclosporin A binding,1.0,False,1,313,1,
GO:MF,GO:0016209,antioxidant activity,1.0,False,4,313,3,
GO:MF,GO:0016247,channel regulator activity,1.0,False,11,313,7,
GO:MF,GO:0016248,channel inhibitor activity,1.0,False,2,313,2,
GO:MF,GO:0016298,lipase activity,1.0,False,11,313,9,
GO:MF,GO:0016301,kinase activity,1.0,False,399,313,211,"ISS,IBA,TAS,IEA"
GO:MF,GO:0016303,1-phosphatidylinositol-3-kinase activity,1.0,False,11,313,11,
GO:MF,GO:0016308,1-phosphatidylinositol-4-phosphate 5-kinase activity,1.0,False,4,313,1,
GO:MF,GO:0016309,1-phosphatidylinositol-5-phosphate 4-kinase activity,1.0,False,3,313,1,
GO:MF,GO:0016361,"activin receptor activity, type I",1.0,False,4,313,1,
GO:MF,GO:0016362,"activin receptor activity, type II",1.0,False,2,313,1,
GO:MF,GO:0016404,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,1.0,False,1,313,1,
GO:MF,GO:0016407,acetyltransferase activity,1.0,False,3,313,1,
GO:MF,GO:0016410,N-acyltransferase activity,1.0,False,3,313,1,
GO:MF,GO:0016462,pyrophosphatase activity,1.0,False,20,313,12,
GO:MF,GO:0016491,oxidoreductase activity,1.0,False,27,313,18,
GO:MF,GO:0016496,substance P receptor activity,1.0,False,1,313,1,
GO:MF,GO:0016497,substance K receptor activity,1.0,False,1,313,1,
GO:MF,GO:0016500,protein-hormone receptor activity,1.0,False,4,313,2,
GO:MF,GO:0016520,growth hormone-releasing hormone receptor activity,1.0,False,2,313,1,
GO:MF,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",1.0,False,1,313,1,
GO:MF,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",1.0,False,1,313,1,
GO:MF,GO:0016798,"hydrolase activity, acting on glycosyl bonds",1.0,False,2,313,1,
GO:MF,GO:0016725,"oxidoreductase activity, acting on CH or CH2 groups",1.0,False,4,313,4,
GO:MF,GO:0016623,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, oxygen as acceptor",1.0,False,1,313,1,
GO:MF,GO:0016627,"oxidoreductase activity, acting on the CH-CH group of donors",1.0,False,2,313,2,
GO:MF,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",1.0,False,1,313,1,
GO:MF,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",1.0,False,1,313,1,
GO:MF,GO:0016655,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",1.0,False,1,313,1,
GO:MF,GO:0016661,"oxidoreductase activity, acting on other nitrogenous compounds as donors",1.0,False,1,313,1,
GO:MF,GO:0016679,"oxidoreductase activity, acting on diphenols and related substances as donors",1.0,False,1,313,1,
GO:MF,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",1.0,False,3,313,3,
GO:MF,GO:0016701,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",1.0,False,3,313,2,
GO:MF,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",1.0,False,3,313,2,
GO:MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",1.0,False,20,313,13,
GO:MF,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,1.0,False,6,313,1,
GO:MF,GO:0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",1.0,False,7,313,5,
GO:MF,GO:0015399,primary active transmembrane transporter activity,1.0,False,4,313,4,
GO:MF,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",1.0,False,7,313,7,
GO:MF,GO:0015431,ABC-type glutathione S-conjugate transporter activity,1.0,False,1,313,1,
GO:MF,GO:0016746,acyltransferase activity,1.0,False,11,313,3,
GO:MF,GO:0016747,"acyltransferase activity, transferring groups other than amino-acyl groups",1.0,False,4,313,1,
GO:MF,GO:0016755,aminoacyltransferase activity,1.0,False,8,313,2,
GO:MF,GO:0016757,glycosyltransferase activity,1.0,False,17,313,13,
GO:MF,GO:0016758,hexosyltransferase activity,1.0,False,1,313,1,
GO:MF,GO:0016763,pentosyltransferase activity,1.0,False,16,313,12,
GO:MF,GO:0016772,"transferase activity, transferring phosphorus-containing groups",1.0,False,414,313,223,"ISS,IBA,TAS,IEA"
GO:MF,GO:0016773,"phosphotransferase activity, alcohol group as acceptor",1.0,False,399,313,211,"ISS,IBA,TAS,IEA"
GO:MF,GO:0016775,"phosphotransferase activity, nitrogenous group as acceptor",1.0,False,1,313,1,
GO:MF,GO:0016779,nucleotidyltransferase activity,1.0,False,19,313,14,
GO:MF,GO:0016787,hydrolase activity,1.0,False,69,313,33,
GO:MF,GO:0016788,"hydrolase activity, acting on ester bonds",1.0,False,28,313,17,
GO:MF,GO:0016791,phosphatase activity,1.0,False,9,313,7,
GO:MF,GO:0016740,transferase activity,1.0,False,428,313,227,"ISS,IBA,TAS,IEA"
GO:MF,GO:0016817,"hydrolase activity, acting on acid anhydrides",1.0,False,20,313,12,
GO:MF,GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",1.0,False,20,313,12,
GO:MF,GO:0030971,receptor tyrosine kinase binding,1.0,False,4,313,3,
GO:MF,GO:0017022,myosin binding,1.0,False,2,313,2,
GO:MF,GO:0016829,lyase activity,1.0,False,6,313,3,
GO:MF,GO:0016835,carbon-oxygen lyase activity,1.0,False,2,313,2,
GO:MF,GO:0016836,hydro-lyase activity,1.0,False,2,313,2,
GO:MF,GO:0016853,isomerase activity,1.0,False,9,313,6,
GO:MF,GO:0016860,intramolecular oxidoreductase activity,1.0,False,3,313,3,
GO:MF,GO:0016863,"intramolecular oxidoreductase activity, transposing C=C bonds",1.0,False,2,313,2,
GO:MF,GO:0016874,ligase activity,1.0,False,5,313,1,
GO:MF,GO:0016887,ATP hydrolysis activity,1.0,False,10,313,5,
GO:MF,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors",1.0,False,1,313,1,
GO:MF,GO:0016907,G protein-coupled acetylcholine receptor activity,1.0,False,6,313,6,
GO:MF,GO:0016922,nuclear receptor binding,1.0,False,14,313,5,
GO:MF,GO:0017002,activin receptor activity,1.0,False,8,313,2,
GO:MF,GO:0017018,myosin phosphatase activity,1.0,False,2,313,2,
GO:MF,GO:0017020,myosin phosphatase regulator activity,1.0,False,1,313,1,
GO:MF,GO:0017025,TBP-class protein binding,1.0,False,3,313,2,
GO:MF,GO:0019136,deoxynucleoside kinase activity,1.0,False,1,313,1,
GO:MF,GO:0017042,glycosylceramidase activity,1.0,False,1,313,1,
GO:MF,GO:0017046,peptide hormone binding,1.0,False,10,313,8,
GO:MF,GO:0017075,syntaxin-1 binding,1.0,False,3,313,3,
GO:MF,GO:0017076,purine nucleotide binding,1.0,False,414,313,215,IEA
GO:MF,GO:0017080,sodium channel regulator activity,1.0,False,2,313,1,
GO:MF,GO:0017111,ribonucleoside triphosphate phosphatase activity,1.0,False,20,313,12,
GO:MF,GO:0017124,SH3 domain binding,1.0,False,6,313,4,
GO:MF,GO:0017134,fibroblast growth factor binding,1.0,False,4,313,3,
GO:MF,GO:0017154,semaphorin receptor activity,1.0,False,2,313,2,
GO:MF,GO:0018675,(S)-limonene 6-monooxygenase activity,1.0,False,2,313,2,
GO:MF,GO:0018676,(S)-limonene 7-monooxygenase activity,1.0,False,2,313,2,
GO:MF,GO:0019001,guanyl nucleotide binding,1.0,False,16,313,6,
GO:MF,GO:0008307,structural constituent of muscle,1.0,False,1,313,1,
GO:MF,GO:0019199,transmembrane receptor protein kinase activity,1.0,False,59,313,41,
GO:MF,GO:0019206,nucleoside kinase activity,1.0,False,1,313,1,
GO:MF,GO:0022843,voltage-gated monoatomic cation channel activity,1.0,False,2,313,2,
GO:MF,GO:0019888,protein phosphatase regulator activity,1.0,False,3,313,2,
GO:MF,GO:0005021,vascular endothelial growth factor receptor activity,1.0,False,5,313,5,
GO:MF,GO:0019208,phosphatase regulator activity,1.0,False,4,313,3,
GO:MF,GO:0019209,kinase activator activity,1.0,False,26,313,15,
GO:MF,GO:0019210,kinase inhibitor activity,1.0,False,6,313,2,
GO:MF,GO:0019213,deacetylase activity,1.0,False,13,313,3,
GO:MF,GO:0019787,ubiquitin-like protein transferase activity,1.0,False,8,313,2,
GO:MF,GO:0019788,NEDD8 transferase activity,1.0,False,2,313,1,
GO:MF,GO:0019789,SUMO transferase activity,1.0,False,3,313,1,
GO:MF,GO:0019811,cocaine binding,1.0,False,1,313,1,
GO:MF,GO:0019825,oxygen binding,1.0,False,3,313,2,
GO:MF,GO:0019838,growth factor binding,1.0,False,33,313,21,
GO:MF,GO:0019843,rRNA binding,1.0,False,2,313,2,
GO:MF,GO:0019871,sodium channel inhibitor activity,1.0,False,1,313,1,
GO:MF,GO:0019003,GDP binding,1.0,False,4,313,3,
GO:MF,GO:0019887,protein kinase regulator activity,1.0,False,34,313,16,
GO:MF,GO:0019205,nucleobase-containing compound kinase activity,1.0,False,2,313,1,
GO:MF,GO:0019900,kinase binding,1.0,False,103,313,48,
GO:MF,GO:0019901,protein kinase binding,1.0,False,97,313,45,
GO:MF,GO:0019902,phosphatase binding,1.0,False,30,313,19,
GO:MF,GO:0019903,protein phosphatase binding,1.0,False,27,313,18,
GO:MF,GO:0019904,protein domain specific binding,1.0,False,51,313,30,
GO:MF,GO:0019905,syntaxin binding,1.0,False,4,313,4,
GO:MF,GO:0019955,cytokine binding,1.0,False,10,313,4,
GO:MF,GO:0020037,heme binding,1.0,False,14,313,13,
GO:MF,GO:0022803,passive transmembrane transporter activity,1.0,False,17,313,11,
GO:MF,GO:0022804,active transmembrane transporter activity,1.0,False,10,313,8,
GO:MF,GO:0022832,voltage-gated channel activity,1.0,False,2,313,2,
GO:MF,GO:0022834,ligand-gated channel activity,1.0,False,2,313,1,
GO:MF,GO:0022836,gated channel activity,1.0,False,3,313,2,
GO:MF,GO:0019899,enzyme binding,1.0,False,189,313,100,
GO:MF,GO:0019113,limonene monooxygenase activity,1.0,False,2,313,2,
GO:MF,GO:0022857,transmembrane transporter activity,1.0,False,26,313,18,
GO:MF,GO:0022884,macromolecule transmembrane transporter activity,1.0,False,1,313,1,
GO:MF,GO:0031267,small GTPase binding,1.0,False,16,313,5,
GO:MF,GO:0031072,heat shock protein binding,1.0,False,14,313,8,
GO:MF,GO:0030159,signaling receptor complex adaptor activity,1.0,False,1,313,1,
GO:MF,GO:0030165,PDZ domain binding,1.0,False,5,313,3,
GO:MF,GO:0030234,enzyme regulator activity,1.0,False,72,313,42,
GO:MF,GO:0030235,nitric-oxide synthase regulator activity,1.0,False,4,313,2,
GO:MF,GO:0030274,LIM domain binding,1.0,False,1,313,1,
GO:MF,GO:0030275,LRR domain binding,1.0,False,2,313,1,
GO:MF,GO:0030276,clathrin binding,1.0,False,3,313,3,
GO:MF,GO:0030284,nuclear estrogen receptor activity,1.0,False,3,313,3,
GO:MF,GO:0030291,protein serine/threonine kinase inhibitor activity,1.0,False,5,313,2,
GO:MF,GO:0030295,protein kinase activator activity,1.0,False,24,313,14,
GO:MF,GO:0030296,protein tyrosine kinase activator activity,1.0,False,6,313,5,
GO:MF,GO:0030297,transmembrane receptor protein tyrosine kinase activator activity,1.0,False,1,313,1,
GO:MF,GO:0031402,sodium ion binding,1.0,False,1,313,1,
GO:MF,GO:0030298,receptor signaling protein tyrosine kinase activator activity,1.0,False,2,313,2,
GO:MF,GO:0030332,cyclin binding,1.0,False,10,313,2,
GO:MF,GO:0030343,vitamin D3 25-hydroxylase activity,1.0,False,1,313,1,
GO:MF,GO:0030350,iron-responsive element binding,1.0,False,1,313,1,
GO:MF,GO:0030515,snoRNA binding,1.0,False,1,313,1,
GO:MF,GO:0030544,Hsp70 protein binding,1.0,False,3,313,1,
GO:MF,GO:0030545,signaling receptor regulator activity,1.0,False,13,313,3,
GO:MF,GO:0030546,signaling receptor activator activity,1.0,False,10,313,1,
GO:MF,GO:0030547,signaling receptor inhibitor activity,1.0,False,1,313,1,
GO:MF,GO:0030551,cyclic nucleotide binding,1.0,False,7,313,1,
GO:MF,GO:0030552,cAMP binding,1.0,False,2,313,1,
GO:MF,GO:0030554,adenyl nucleotide binding,1.0,False,408,313,213,IEA
GO:MF,GO:0030594,neurotransmitter receptor activity,1.0,False,20,313,16,
GO:MF,GO:0030674,protein-macromolecule adaptor activity,1.0,False,38,313,19,
GO:MF,GO:0030695,GTPase regulator activity,1.0,False,8,313,7,
GO:MF,GO:0030331,nuclear estrogen receptor binding,1.0,False,5,313,3,
GO:MF,GO:0008301,"DNA binding, bending",1.0,False,2,313,1,
GO:MF,GO:0031404,chloride ion binding,1.0,False,1,313,1,
GO:MF,GO:0032217,riboflavin transmembrane transporter activity,1.0,False,1,313,1,
GO:MF,GO:0022890,inorganic cation transmembrane transporter activity,1.0,False,17,313,12,
GO:MF,GO:0031698,beta-2 adrenergic receptor binding,1.0,False,1,313,1,
GO:MF,GO:0031420,alkali metal ion binding,1.0,False,2,313,1,
GO:MF,GO:0031432,titin binding,1.0,False,1,313,1,
GO:MF,GO:0031434,mitogen-activated protein kinase kinase binding,1.0,False,3,313,1,
GO:MF,GO:0031435,mitogen-activated protein kinase kinase kinase binding,1.0,False,3,313,1,
GO:MF,GO:0031490,chromatin DNA binding,1.0,False,8,313,2,
GO:MF,GO:0031491,nucleosome binding,1.0,False,4,313,2,
GO:MF,GO:0031593,polyubiquitin modification-dependent protein binding,1.0,False,3,313,2,
GO:MF,GO:0031625,ubiquitin protein ligase binding,1.0,False,32,313,18,
GO:MF,GO:0031681,G-protein beta-subunit binding,1.0,False,1,313,1,
GO:MF,GO:0031683,G-protein beta/gamma-subunit complex binding,1.0,False,1,313,1,
GO:MF,GO:0031690,adrenergic receptor binding,1.0,False,5,313,4,
GO:MF,GO:0031692,alpha-1B adrenergic receptor binding,1.0,False,1,313,1,
GO:MF,GO:0032404,mismatch repair complex binding,1.0,False,1,313,1,
GO:MF,GO:0031694,alpha-2A adrenergic receptor binding,1.0,False,2,313,1,
GO:MF,GO:0031699,beta-3 adrenergic receptor binding,1.0,False,1,313,1,
GO:MF,GO:0030145,manganese ion binding,1.0,False,6,313,4,
GO:MF,GO:0031701,angiotensin receptor binding,1.0,False,3,313,3,
GO:MF,GO:0031702,type 1 angiotensin receptor binding,1.0,False,3,313,3,
GO:MF,GO:0031730,CCR5 chemokine receptor binding,1.0,False,1,313,1,
GO:MF,GO:0031739,cholecystokinin receptor binding,1.0,False,1,313,1,
GO:MF,GO:0031741,type B gastrin/cholecystokinin receptor binding,1.0,False,1,313,1,
GO:MF,GO:0031802,type 5 metabotropic glutamate receptor binding,1.0,False,2,313,2,
GO:MF,GO:0031994,insulin-like growth factor I binding,1.0,False,2,313,2,
GO:MF,GO:0031995,insulin-like growth factor II binding,1.0,False,1,313,1,
GO:MF,GO:0031996,thioesterase binding,1.0,False,2,313,1,
GO:MF,GO:0032027,myosin light chain binding,1.0,False,1,313,1,
GO:MF,GO:0032036,myosin heavy chain binding,1.0,False,1,313,1,
GO:MF,GO:0032182,ubiquitin-like protein binding,1.0,False,5,313,2,
GO:MF,GO:0031696,alpha-2C adrenergic receptor binding,1.0,False,1,313,1,
GO:BP,GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",1.0,False,21,313,20,
GO:CC,GO:0000139,Golgi membrane,1.0,False,17,313,10,
GO:MF,GO:0032553,ribonucleotide binding,1.0,False,409,313,212,IEA
GO:MF,GO:0032555,purine ribonucleotide binding,1.0,False,409,313,212,IEA
GO:MF,GO:0032559,adenyl ribonucleotide binding,1.0,False,403,313,210,IEA
GO:MF,GO:0032561,guanyl ribonucleotide binding,1.0,False,16,313,6,
GO:MF,GO:0032795,heterotrimeric G-protein binding,1.0,False,4,313,4,
GO:MF,GO:0032813,tumor necrosis factor receptor superfamily binding,1.0,False,3,313,1,
GO:MF,GO:0033130,acetylcholine receptor binding,1.0,False,1,313,1,
GO:MF,GO:0033192,calmodulin-dependent protein phosphatase activity,1.0,False,1,313,1,
GO:MF,GO:0033218,amide binding,1.0,False,24,313,12,
GO:MF,GO:0033283,ATPase-coupled organic acid transmembrane transporter activity,1.0,False,2,313,2,
GO:MF,GO:0033284,ATPase-coupled carboxylic acid transmembrane transporter activity,1.0,False,2,313,2,
GO:MF,GO:0033285,ATPase-coupled monocarboxylic acid transmembrane transporter activity,1.0,False,2,313,2,
GO:MF,GO:0033558,protein lysine deacetylase activity,1.0,False,13,313,3,
GO:MF,GO:0033612,receptor serine/threonine kinase binding,1.0,False,4,313,4,
GO:MF,GO:0033695,"oxidoreductase activity, acting on CH or CH2 groups, quinone or similar compound as acceptor",1.0,False,4,313,4,
GO:MF,GO:0034040,ATPase-coupled lipid transmembrane transporter activity,1.0,False,2,313,2,
GO:MF,GO:0034056,estrogen response element binding,1.0,False,6,313,6,
GO:MF,GO:0034061,DNA polymerase activity,1.0,False,1,313,1,
GO:MF,GO:0034211,GTP-dependent protein kinase activity,1.0,False,1,313,1,
GO:MF,GO:0034212,protein N-acetyltransferase activity,1.0,False,3,313,1,
GO:MF,GO:0034236,protein kinase A catalytic subunit binding,1.0,False,4,313,1,
GO:MF,GO:0034511,U3 snoRNA binding,1.0,False,1,313,1,
GO:MF,GO:0034634,glutathione transmembrane transporter activity,1.0,False,1,313,1,
GO:MF,GO:0034875,caffeine oxidase activity,1.0,False,4,313,4,
GO:MF,GO:0034987,immunoglobulin receptor binding,1.0,False,2,313,1,
GO:MF,GO:0034988,Fc-gamma receptor I complex binding,1.0,False,1,313,1,
GO:MF,GO:0035005,1-phosphatidylinositol-4-phosphate 3-kinase activity,1.0,False,7,313,7,
GO:MF,GO:0035014,phosphatidylinositol 3-kinase regulator activity,1.0,False,3,313,3,
GO:MF,GO:0035033,histone deacetylase regulator activity,1.0,False,2,313,2,
GO:MF,GO:0035091,phosphatidylinositol binding,1.0,False,8,313,4,
GO:MF,GO:0035173,histone kinase activity,1.0,False,18,313,10,
GO:MF,GO:0035175,histone H3S10 kinase activity,1.0,False,3,313,2,
GO:MF,GO:0035240,dopamine binding,1.0,False,4,313,4,
GO:MF,GO:0035254,glutamate receptor binding,1.0,False,5,313,3,
GO:MF,GO:0035255,ionotropic glutamate receptor binding,1.0,False,1,313,1,
GO:MF,GO:0035256,G protein-coupled glutamate receptor binding,1.0,False,2,313,2,
GO:MF,GO:0035259,nuclear glucocorticoid receptor binding,1.0,False,1,313,1,
GO:MF,GO:0035401,histone H3Y41 kinase activity,1.0,False,1,313,1,
GO:MF,GO:0035402,histone H3T11 kinase activity,1.0,False,2,313,1,
GO:MF,GO:0035591,signaling adaptor activity,1.0,False,7,313,5,
GO:MF,GO:0035612,AP-2 adaptor complex binding,1.0,False,2,313,2,"IDA,IBA"
GO:MF,GO:0035639,purine ribonucleoside triphosphate binding,1.0,False,404,313,211,IEA
GO:MF,GO:0035673,oligopeptide transmembrane transporter activity,1.0,False,1,313,1,
GO:MF,GO:0035979,histone H2AXS139 kinase activity,1.0,False,3,313,3,
GO:MF,GO:0036094,small molecule binding,1.0,False,495,313,264,IEA
GO:MF,GO:0036122,BMP binding,1.0,False,3,313,1,
GO:MF,GO:0036134,12-hydroxyheptadecatrienoic acid synthase activity,1.0,False,1,313,1,
GO:MF,GO:0036310,ATP-dependent DNA/DNA annealing activity,1.0,False,1,313,1,
GO:MF,GO:0042166,acetylcholine binding,1.0,False,3,313,1,
GO:MF,GO:0036332,placental growth factor receptor activity,1.0,False,1,313,1,
GO:MF,GO:0036479,peroxidase inhibitor activity,1.0,False,1,313,1,
GO:MF,GO:0038023,signaling receptor activity,1.0,False,134,313,91,
GO:MF,GO:0038024,cargo receptor activity,1.0,False,3,313,1,
GO:MF,GO:0038046,G protein-coupled enkephalin receptor activity,1.0,False,1,313,1,
GO:MF,GO:0038047,morphine receptor activity,1.0,False,1,313,1,
GO:MF,GO:0038048,dynorphin receptor activity,1.0,False,1,313,1,
GO:MF,GO:0038054,G protein-coupled estrogen receptor activity,1.0,False,1,313,1,
GO:MF,GO:0038062,protein tyrosine kinase collagen receptor activity,1.0,False,2,313,2,
