drug,source,field,token_original,token_norm,feature
AXITINIB,targets,single_protein_pref_name,"Interferon-induced, double-stranded RNA-activated protein kinase","INTERFERON-INDUCED, DOUBLE-STRANDED RNA-ACTIVATED PROTEIN KINASE",rawtok_INTERFERON_INDUCED_DOUBLE_STRANDED_RNA_ACTIVATED_PROTEIN_KINASE
AXITINIB,targets,single_protein_pref_name,Interleukin-1 receptor-associated kinase 1,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 1,rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_1
AXITINIB,targets,single_protein_pref_name,Leucine-rich repeat serine/threonine-protein kinase 2,LEUCINE-RICH REPEAT SERINE/THREONINE-PROTEIN KINASE 2,rawtok_LEUCINE_RICH_REPEAT_SERINE_THREONINE_PROTEIN_KINASE_2
AXITINIB,targets,single_protein_pref_name,Macrophage colony-stimulating factor 1 receptor,MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR,rawtok_MACROPHAGE_COLONY_STIMULATING_FACTOR_1_RECEPTOR
AXITINIB,targets,single_protein_pref_name,Mast/stem cell growth factor receptor Kit,MAST/STEM CELL GROWTH FACTOR RECEPTOR KIT,rawtok_MAST_STEM_CELL_GROWTH_FACTOR_RECEPTOR_KIT
AXITINIB,targets,single_protein_pref_name,Misshapen-like kinase 1,MISSHAPEN-LIKE KINASE 1,rawtok_MISSHAPEN_LIKE_KINASE_1
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase 10,MITOGEN-ACTIVATED PROTEIN KINASE 10,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_10
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase 8,MITOGEN-ACTIVATED PROTEIN KINASE 8,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_8
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 12,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 12,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_12
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 19,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 19,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_19
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 20,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 20,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_20
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 3,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 3,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_3
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 4,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 4,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_4
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 9,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 9,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_9
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 1,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 1,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_1
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_2
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 3,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 3,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_3
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 4,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 4,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_4
AXITINIB,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 5,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_5
AXITINIB,targets,single_protein_pref_name,Muscarinic acetylcholine receptor M2,MUSCARINIC ACETYLCHOLINE RECEPTOR M2,rawtok_MUSCARINIC_ACETYLCHOLINE_RECEPTOR_M2
AXITINIB,targets,single_protein_pref_name,Myosin light chain kinase,MYOSIN LIGHT CHAIN KINASE,rawtok_MYOSIN_LIGHT_CHAIN_KINASE
AXITINIB,targets,single_protein_pref_name,"Myosin light chain kinase 2, skeletal/cardiac muscle","MYOSIN LIGHT CHAIN KINASE 2, SKELETAL/CARDIAC MUSCLE",rawtok_MYOSIN_LIGHT_CHAIN_KINASE_2_SKELETAL_CARDIAC_MUSCLE
AXITINIB,targets,single_protein_pref_name,Myosin-IIIa,MYOSIN-IIIA,rawtok_MYOSIN_IIIA
AXITINIB,targets,single_protein_pref_name,NUAK family SNF1-like kinase 2,NUAK FAMILY SNF1-LIKE KINASE 2,rawtok_NUAK_FAMILY_SNF1_LIKE_KINASE_2
AXITINIB,targets,single_protein_pref_name,Non-receptor tyrosine-protein kinase TNK1,NON-RECEPTOR TYROSINE-PROTEIN KINASE TNK1,rawtok_NON_RECEPTOR_TYROSINE_PROTEIN_KINASE_TNK1
AXITINIB,targets,single_protein_pref_name,Non-receptor tyrosine-protein kinase TYK2,NON-RECEPTOR TYROSINE-PROTEIN KINASE TYK2,rawtok_NON_RECEPTOR_TYROSINE_PROTEIN_KINASE_TYK2
AXITINIB,targets,single_protein_pref_name,Platelet-derived growth factor receptor alpha,PLATELET-DERIVED GROWTH FACTOR RECEPTOR ALPHA,rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA
AXITINIB,targets,single_protein_pref_name,Platelet-derived growth factor receptor beta,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA,rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA
AXITINIB,targets,single_protein_pref_name,Protein delta homolog 1,PROTEIN DELTA HOMOLOG 1,rawtok_PROTEIN_DELTA_HOMOLOG_1
AXITINIB,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase ROS,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE ROS,rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_ROS
AXITINIB,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase receptor Ret,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE RECEPTOR RET,rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_RECEPTOR_RET
AXITINIB,targets,single_protein_pref_name,Receptor-interacting serine/threonine-protein kinase 1,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_1
AXITINIB,targets,single_protein_pref_name,Receptor-interacting serine/threonine-protein kinase 2,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2
AXITINIB,targets,single_protein_pref_name,Receptor-interacting serine/threonine-protein kinase 4,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 4,rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_4
AXITINIB,targets,single_protein_pref_name,Receptor-type tyrosine-protein kinase FLT3,RECEPTOR-TYPE TYROSINE-PROTEIN KINASE FLT3,rawtok_RECEPTOR_TYPE_TYROSINE_PROTEIN_KINASE_FLT3
AXITINIB,targets,single_protein_pref_name,SRSF protein kinase 1,SRSF PROTEIN KINASE 1,rawtok_SRSF_PROTEIN_KINASE_1
AXITINIB,targets,single_protein_pref_name,SRSF protein kinase 3,SRSF PROTEIN KINASE 3,rawtok_SRSF_PROTEIN_KINASE_3
AXITINIB,targets,single_protein_pref_name,STE20-like serine/threonine-protein kinase,STE20-LIKE SERINE/THREONINE-PROTEIN KINASE,rawtok_STE20_LIKE_SERINE_THREONINE_PROTEIN_KINASE
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase 10,SERINE/THREONINE-PROTEIN KINASE 10,rawtok_SERINE_THREONINE_PROTEIN_KINASE_10
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase 16,SERINE/THREONINE-PROTEIN KINASE 16,rawtok_SERINE_THREONINE_PROTEIN_KINASE_16
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase 3,SERINE/THREONINE-PROTEIN KINASE 3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_3
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase 4,SERINE/THREONINE-PROTEIN KINASE 4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_4
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase MRCK beta,SERINE/THREONINE-PROTEIN KINASE MRCK BETA,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MRCK_BETA
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase N2,SERINE/THREONINE-PROTEIN KINASE N2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_N2
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase PAK 4,SERINE/THREONINE-PROTEIN KINASE PAK 4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PAK_4
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase PLK4,SERINE/THREONINE-PROTEIN KINASE PLK4,rawtok_SERINE_THREONINE_PROTEIN_KINASE_PLK4
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase RIO1,SERINE/THREONINE-PROTEIN KINASE RIO1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_RIO1
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase RIO3,SERINE/THREONINE-PROTEIN KINASE RIO3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_RIO3
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase SIK1,SERINE/THREONINE-PROTEIN KINASE SIK1,rawtok_SERINE_THREONINE_PROTEIN_KINASE_SIK1
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase ULK2,SERINE/THREONINE-PROTEIN KINASE ULK2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_ULK2
AXITINIB,targets,single_protein_pref_name,Serine/threonine-protein kinase ULK3,SERINE/THREONINE-PROTEIN KINASE ULK3,rawtok_SERINE_THREONINE_PROTEIN_KINASE_ULK3
AXITINIB,targets,single_protein_pref_name,Sodium-dependent dopamine transporter,SODIUM-DEPENDENT DOPAMINE TRANSPORTER,rawtok_SODIUM_DEPENDENT_DOPAMINE_TRANSPORTER
AXITINIB,targets,single_protein_pref_name,TRAF2 and NCK-interacting protein kinase,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,rawtok_TRAF2_AND_NCK_INTERACTING_PROTEIN_KINASE
AXITINIB,targets,single_protein_pref_name,Thromboxane A2 receptor,THROMBOXANE A2 RECEPTOR,rawtok_THROMBOXANE_A2_RECEPTOR
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase ABL1,TYROSINE-PROTEIN KINASE ABL1,rawtok_TYROSINE_PROTEIN_KINASE_ABL1
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase ABL2,TYROSINE-PROTEIN KINASE ABL2,rawtok_TYROSINE_PROTEIN_KINASE_ABL2
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Blk,TYROSINE-PROTEIN KINASE BLK,rawtok_TYROSINE_PROTEIN_KINASE_BLK
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase CSK,TYROSINE-PROTEIN KINASE CSK,rawtok_TYROSINE_PROTEIN_KINASE_CSK
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Fgr,TYROSINE-PROTEIN KINASE FGR,rawtok_TYROSINE_PROTEIN_KINASE_FGR
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase ITK/TSK,TYROSINE-PROTEIN KINASE ITK/TSK,rawtok_TYROSINE_PROTEIN_KINASE_ITK_TSK
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase JAK2,TYROSINE-PROTEIN KINASE JAK2,rawtok_TYROSINE_PROTEIN_KINASE_JAK2
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase JAK3,TYROSINE-PROTEIN KINASE JAK3,rawtok_TYROSINE_PROTEIN_KINASE_JAK3
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Lck,TYROSINE-PROTEIN KINASE LCK,rawtok_TYROSINE_PROTEIN_KINASE_LCK
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Mer,TYROSINE-PROTEIN KINASE MER,rawtok_TYROSINE_PROTEIN_KINASE_MER
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase TXK,TYROSINE-PROTEIN KINASE TXK,rawtok_TYROSINE_PROTEIN_KINASE_TXK
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase Yes,TYROSINE-PROTEIN KINASE YES,rawtok_TYROSINE_PROTEIN_KINASE_YES
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase receptor Tie-1,TYROSINE-PROTEIN KINASE RECEPTOR TIE-1,rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_TIE_1
AXITINIB,targets,single_protein_pref_name,Tyrosine-protein kinase receptor UFO,TYROSINE-PROTEIN KINASE RECEPTOR UFO,rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_UFO
AXITINIB,targets,single_protein_pref_name,Uncharacterized protein FLJ45252,UNCHARACTERIZED PROTEIN FLJ45252,rawtok_UNCHARACTERIZED_PROTEIN_FLJ45252
AXITINIB,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 1,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 1,rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_1
AXITINIB,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 2,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 2,rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_2
AXITINIB,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 3,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 3,rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_3
AZD4547,targets,single_protein_pref_name,Activated CDC42 kinase 1,ACTIVATED CDC42 KINASE 1,rawtok_ACTIVATED_CDC42_KINASE_1
AZD4547,targets,single_protein_pref_name,Aurora kinase B,AURORA KINASE B,rawtok_AURORA_KINASE_B
AZD4547,targets,single_protein_pref_name,Discoidin domain-containing receptor 2,DISCOIDIN DOMAIN-CONTAINING RECEPTOR 2,rawtok_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_2
AZD4547,targets,single_protein_pref_name,Epithelial discoidin domain-containing receptor 1,EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1,rawtok_EPITHELIAL_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_1
AZD4547,targets,single_protein_pref_name,Eukaryotic translation initiation factor 2-alpha kinase 1,EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 1,rawtok_EUKARYOTIC_TRANSLATION_INITIATION_FACTOR_2_ALPHA_KINASE_1
AZD4547,targets,single_protein_pref_name,Fibroblast growth factor receptor 1,FIBROBLAST GROWTH FACTOR RECEPTOR 1,rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_1
AZD4547,targets,single_protein_pref_name,High affinity nerve growth factor receptor,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR,rawtok_HIGH_AFFINITY_NERVE_GROWTH_FACTOR_RECEPTOR
AZD4547,targets,single_protein_pref_name,MAP/microtubule affinity-regulating kinase 3,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 3,rawtok_MAP_MICROTUBULE_AFFINITY_REGULATING_KINASE_3
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 11,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 11,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_11
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 20,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 20,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_20
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 1,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 1,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_1
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_2
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 3,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 3,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_3
AZD4547,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 5,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_5
AZD4547,targets,single_protein_pref_name,Platelet-derived growth factor receptor beta,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA,rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA
AZD4547,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase receptor Ret,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE RECEPTOR RET,rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_RECEPTOR_RET
AZD4547,targets,single_protein_pref_name,Serine/threonine-protein kinase 26,SERINE/THREONINE-PROTEIN KINASE 26,rawtok_SERINE_THREONINE_PROTEIN_KINASE_26
AZD4547,targets,single_protein_pref_name,Serine/threonine-protein kinase MARK2,SERINE/THREONINE-PROTEIN KINASE MARK2,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MARK2
AZD4547,targets,single_protein_pref_name,TRAF2 and NCK-interacting protein kinase,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,rawtok_TRAF2_AND_NCK_INTERACTING_PROTEIN_KINASE
AZD6738,targets,single_protein_pref_name,DNA-dependent protein kinase catalytic subunit,DNA-DEPENDENT PROTEIN KINASE CATALYTIC SUBUNIT,rawtok_DNA_DEPENDENT_PROTEIN_KINASE_CATALYTIC_SUBUNIT
AZD6738,targets,single_protein_pref_name,Serine/threonine-protein kinase ATR,SERINE/THREONINE-PROTEIN KINASE ATR,rawtok_SERINE_THREONINE_PROTEIN_KINASE_ATR
AZD6738,targets,single_protein_pref_name,Serine/threonine-protein kinase mTOR,SERINE/THREONINE-PROTEIN KINASE MTOR,rawtok_SERINE_THREONINE_PROTEIN_KINASE_MTOR
AZD6738,targets,single_protein_pref_name,Transcription initiation factor TFIID subunit 1,TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 1,rawtok_TRANSCRIPTION_INITIATION_FACTOR_TFIID_SUBUNIT_1
AZD7762,targets,single_protein_pref_name,5'-AMP-activated protein kinase catalytic subunit alpha-1,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT ALPHA-1,rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_CATALYTIC_SUBUNIT_ALPHA_1
AZD7762,targets,single_protein_pref_name,5'-AMP-activated protein kinase subunit gamma-1,5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-1,rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_SUBUNIT_GAMMA_1
AZD7762,targets,single_protein_pref_name,5'-AMP-activated protein kinase subunit gamma-2,5'-AMP-ACTIVATED PROTEIN KINASE SUBUNIT GAMMA-2,rawtok_5_AMP_ACTIVATED_PROTEIN_KINASE_SUBUNIT_GAMMA_2
AZD7762,targets,single_protein_pref_name,AP2-associated protein kinase 1,AP2-ASSOCIATED PROTEIN KINASE 1,rawtok_AP2_ASSOCIATED_PROTEIN_KINASE_1
AZD7762,targets,single_protein_pref_name,Activated CDC42 kinase 1,ACTIVATED CDC42 KINASE 1,rawtok_ACTIVATED_CDC42_KINASE_1
AZD7762,targets,single_protein_pref_name,Activin receptor type-2B,ACTIVIN RECEPTOR TYPE-2B,rawtok_ACTIVIN_RECEPTOR_TYPE_2B
AZD7762,targets,single_protein_pref_name,Aurora kinase B,AURORA KINASE B,rawtok_AURORA_KINASE_B
AZD7762,targets,single_protein_pref_name,BMP-2-inducible protein kinase,BMP-2-INDUCIBLE PROTEIN KINASE,rawtok_BMP_2_INDUCIBLE_PROTEIN_KINASE
AZD7762,targets,single_protein_pref_name,Breakpoint cluster region protein,BREAKPOINT CLUSTER REGION PROTEIN,rawtok_BREAKPOINT_CLUSTER_REGION_PROTEIN
AZD7762,targets,single_protein_pref_name,Casein kinase II subunit alpha',CASEIN KINASE II SUBUNIT ALPHA',rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA__2
AZD7762,targets,single_protein_pref_name,Cyclin-G-associated kinase,CYCLIN-G-ASSOCIATED KINASE,rawtok_CYCLIN_G_ASSOCIATED_KINASE
AZD7762,targets,single_protein_pref_name,Cyclin-dependent kinase 3,CYCLIN-DEPENDENT KINASE 3,rawtok_CYCLIN_DEPENDENT_KINASE_3
AZD7762,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 1,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_1
AZD7762,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 2,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2
AZD7762,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 5,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5,rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_5
AZD7762,targets,single_protein_pref_name,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE 1A,rawtok_DUAL_SPECIFICITY_TYROSINE_PHOSPHORYLATION_REGULATED_KINASE_1A
AZD7762,targets,single_protein_pref_name,Epidermal growth factor receptor,EPIDERMAL GROWTH FACTOR RECEPTOR,rawtok_EPIDERMAL_GROWTH_FACTOR_RECEPTOR
AZD7762,targets,single_protein_pref_name,Focal adhesion kinase 1,FOCAL ADHESION KINASE 1,rawtok_FOCAL_ADHESION_KINASE_1
AZD7762,targets,single_protein_pref_name,Interleukin-1 receptor-associated kinase 4,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 4,rawtok_INTERLEUKIN_1_RECEPTOR_ASSOCIATED_KINASE_4
AZD7762,targets,single_protein_pref_name,MAP/microtubule affinity-regulating kinase 3,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 3,rawtok_MAP_MICROTUBULE_AFFINITY_REGULATING_KINASE_3
AZD7762,targets,single_protein_pref_name,MAP/microtubule affinity-regulating kinase 4,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 4,rawtok_MAP_MICROTUBULE_AFFINITY_REGULATING_KINASE_4
AZD7762,targets,single_protein_pref_name,Maternal embryonic leucine zipper kinase,MATERNAL EMBRYONIC LEUCINE ZIPPER KINASE,rawtok_MATERNAL_EMBRYONIC_LEUCINE_ZIPPER_KINASE
AZD7762,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 11,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 11,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_11
AZD7762,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 1,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 1,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_1
AZD7762,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_2
AZD7762,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 3,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 3,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_3
AZD7762,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 4,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 4,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_4
AZD7762,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 5,rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_5
AZD7762,targets,single_protein_pref_name,Myosin light chain kinase,MYOSIN LIGHT CHAIN KINASE,rawtok_MYOSIN_LIGHT_CHAIN_KINASE
AZD7762,targets,single_protein_pref_name,Platelet-derived growth factor receptor beta,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA,rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA
AZD7762,targets,single_protein_pref_name,Protein kinase C delta type,PROTEIN KINASE C DELTA TYPE,rawtok_PROTEIN_KINASE_C_DELTA_TYPE
AZD7762,targets,single_protein_pref_name,Protein-tyrosine kinase 2-beta,PROTEIN-TYROSINE KINASE 2-BETA,rawtok_PROTEIN_TYROSINE_KINASE_2_BETA
AZD7762,targets,single_protein_pref_name,Protein-tyrosine kinase 6,PROTEIN-TYROSINE KINASE 6,rawtok_PROTEIN_TYROSINE_KINASE_6
AZD7762,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase Src,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE SRC,rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_SRC
AZD7762,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase receptor Ret,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE RECEPTOR RET,rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_RECEPTOR_RET
AZD7762,targets,single_protein_pref_name,Ribosomal protein S6 kinase alpha-4,RIBOSOMAL PROTEIN S6 KINASE ALPHA-4,rawtok_RIBOSOMAL_PROTEIN_S6_KINASE_ALPHA_4
