feature,raw_token,n_drugs_supporting_token,n_rows,sources,fields,example_token
rawtok_KINASES,KINASES,68,68,drug_sample,PATHWAY_NAME,kinases
rawtok_EGFR,EGFR,53,53,drug_sample,PUTATIVE_TARGET,EGFR
rawtok_MTOR_SIGNALING,MTOR SIGNALING,51,51,drug_sample,PATHWAY_NAME,MTOR signaling
rawtok_PI3K,PI3K,51,54,drug_sample,PATHWAY_NAME | PUTATIVE_TARGET,PI3K
rawtok_KDR,KDR,45,45,drug_sample,PUTATIVE_TARGET,KDR
rawtok_UNCLASSIFIED,UNCLASSIFIED,45,45,drug_sample,PATHWAY_NAME,Unclassified
rawtok_RTK_SIGNALING,RTK SIGNALING,44,44,drug_sample,PATHWAY_NAME,RTK signaling
rawtok_MTOR,MTOR,38,39,drug_sample,PUTATIVE_TARGET,MTOR
rawtok_ERBB2,ERBB2,29,29,drug_sample,PUTATIVE_TARGET,ERBB2
rawtok_CHROMATIN_HISTONE_ACETYLATION,CHROMATIN HISTONE ACETYLATION,28,28,drug_sample,PATHWAY_NAME,Chromatin histone acetylation
rawtok_DNA_REPLICATION,DNA REPLICATION,28,28,drug_sample,PATHWAY_NAME,DNA replication
rawtok_FLT3,FLT3,27,27,drug_sample,PUTATIVE_TARGET,FLT3
rawtok_HDAC1,HDAC1,27,27,drug_sample,PUTATIVE_TARGET,HDAC1
rawtok_KIT,KIT,27,27,drug_sample,PUTATIVE_TARGET,KIT
rawtok_NR3C1,NR3C1,27,27,drug_sample,PUTATIVE_TARGET,NR3C1
rawtok_AURKA,AURKA,26,26,drug_sample,PUTATIVE_TARGET,AURKA
rawtok_CELL_CYCLE,CELL CYCLE,26,26,drug_sample,PATHWAY_NAME,Cell cycle
rawtok_PDGFRB,PDGFRB,26,26,drug_sample,PUTATIVE_TARGET,PDGFRB
rawtok_AURKB,AURKB,24,24,drug_sample,PUTATIVE_TARGET,AURKB
rawtok_TUBB,TUBB,24,24,drug_sample,PUTATIVE_TARGET,TUBB
rawtok_ADRA1A,ADRA1A,22,22,drug_sample,PUTATIVE_TARGET,ADRA1A
rawtok_CDK2,CDK2,22,22,drug_sample,PUTATIVE_TARGET,CDK2
rawtok_FLT1,FLT1,22,22,drug_sample,PUTATIVE_TARGET,FLT1
rawtok_PDGFRA,PDGFRA,22,22,drug_sample,PUTATIVE_TARGET,PDGFRA
rawtok_PIK3CA,PIK3CA,22,22,drug_sample,PUTATIVE_TARGET,PIK3CA
rawtok_AKT1,AKT1,21,21,drug_sample,PUTATIVE_TARGET,AKT1
rawtok_ESR1,ESR1,21,21,drug_sample,PUTATIVE_TARGET,ESR1
rawtok_FLT4,FLT4,21,21,drug_sample,PUTATIVE_TARGET,FLT4
rawtok_GENOME_INTEGRITY,GENOME INTEGRITY,21,21,drug_sample,PATHWAY_NAME,Genome integrity
rawtok_JAK2,JAK2,21,21,drug_sample,PUTATIVE_TARGET,JAK2
rawtok_CYP3A4,CYP3A4,20,20,drug_sample,PUTATIVE_TARGET,CYP3A4
rawtok_DRD2,DRD2,20,20,drug_sample,PUTATIVE_TARGET,DRD2
rawtok_ERK_MAPK_SIGNALING,ERK MAPK SIGNALING,20,20,drug_sample,PATHWAY_NAME,ERK MAPK signaling
rawtok_MET,MET,20,20,drug_sample,PUTATIVE_TARGET,MET
rawtok_MITOSIS,MITOSIS,20,20,drug_sample,PATHWAY_NAME,Mitosis
rawtok_TOP2A,TOP2A,20,20,drug_sample,PUTATIVE_TARGET,TOP2A
rawtok_APOPTOSIS_REGULATION,APOPTOSIS REGULATION,19,19,drug_sample,PATHWAY_NAME,Apoptosis regulation
rawtok_FGFR1,FGFR1,19,19,drug_sample,PUTATIVE_TARGET,FGFR1
rawtok_HTR2A,HTR2A,19,19,drug_sample,PUTATIVE_TARGET,HTR2A
rawtok_PIK3CG,PIK3CG,19,19,drug_sample,PUTATIVE_TARGET,PIK3CG
rawtok_PTGS2,PTGS2,19,19,drug_sample,PUTATIVE_TARGET,PTGS2
rawtok_CDK1,CDK1,18,18,drug_sample,PUTATIVE_TARGET,CDK1
rawtok_GSK3B,GSK3B,18,18,drug_sample,PUTATIVE_TARGET,GSK3B
rawtok_HDAC3,HDAC3,18,18,drug_sample,PUTATIVE_TARGET,HDAC3
rawtok_AR,AR,17,17,drug_sample,PUTATIVE_TARGET,AR
rawtok_HDAC6,HDAC6,17,17,drug_sample,PUTATIVE_TARGET,HDAC6
rawtok_SRC,SRC,17,17,drug_sample,PUTATIVE_TARGET,SRC
rawtok_ADRA2A,ADRA2A,16,16,drug_sample,PUTATIVE_TARGET,ADRA2A
rawtok_BRAF,BRAF,16,16,drug_sample,PUTATIVE_TARGET,BRAF
rawtok_CHRM1,CHRM1,16,16,drug_sample,PUTATIVE_TARGET,CHRM1
rawtok_CHRM3,CHRM3,16,16,drug_sample,PUTATIVE_TARGET,CHRM3
rawtok_CHROMATIN_HISTONE_METHYLATION,CHROMATIN HISTONE METHYLATION,16,16,drug_sample,PATHWAY_NAME,Chromatin histone methylation
rawtok_HDAC2,HDAC2,16,16,drug_sample,PUTATIVE_TARGET,HDAC2
rawtok_HRH1,HRH1,16,16,drug_sample,PUTATIVE_TARGET,HRH1
rawtok_HTR1A,HTR1A,16,16,drug_sample,PUTATIVE_TARGET,HTR1A
rawtok_MAP2K1,MAP2K1,16,16,drug_sample,PUTATIVE_TARGET,MAP2K1
rawtok_PIK3CD,PIK3CD,16,16,drug_sample,PUTATIVE_TARGET,PIK3CD
rawtok_RET,RET,16,16,drug_sample,PUTATIVE_TARGET,RET
rawtok_ABL1,ABL1,15,15,drug_sample,PUTATIVE_TARGET,ABL1
rawtok_ADRA1B,ADRA1B,15,15,drug_sample,PUTATIVE_TARGET,ADRA1B
rawtok_ADRB2,ADRB2,15,15,drug_sample,PUTATIVE_TARGET,ADRB2
rawtok_BCL2,BCL2,15,15,drug_sample,PUTATIVE_TARGET,BCL2
rawtok_GABRA1,GABRA1,15,15,drug_sample,PUTATIVE_TARGET,GABRA1
rawtok_PARP1,PARP1,15,15,drug_sample,PUTATIVE_TARGET,PARP1
rawtok_PIK3CB,PIK3CB,15,15,drug_sample,PUTATIVE_TARGET,PIK3CB
rawtok_PTGS1,PTGS1,15,15,drug_sample,PUTATIVE_TARGET,PTGS1
rawtok_ADRB1,ADRB1,14,14,drug_sample,PUTATIVE_TARGET,ADRB1
rawtok_CDK9,CDK9,14,14,drug_sample,PUTATIVE_TARGET,CDK9
rawtok_CHEK1,CHEK1,14,14,drug_sample,PUTATIVE_TARGET,CHEK1
rawtok_CHRM2,CHRM2,14,14,drug_sample,PUTATIVE_TARGET,CHRM2
rawtok_EPIDERMAL_GROWTH_FACTOR_RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR,14,14,targets,single_protein_pref_name,Epidermal growth factor receptor
rawtok_JAK3,JAK3,14,14,drug_sample,PUTATIVE_TARGET,JAK3
rawtok_PGR,PGR,14,14,drug_sample,PUTATIVE_TARGET,PGR
rawtok_ADRA2B,ADRA2B,13,13,drug_sample,PUTATIVE_TARGET,ADRA2B
rawtok_ADRA2C,ADRA2C,13,13,drug_sample,PUTATIVE_TARGET,ADRA2C
rawtok_AKT2,AKT2,13,13,drug_sample,PUTATIVE_TARGET,AKT2
rawtok_AKT3,AKT3,13,13,drug_sample,PUTATIVE_TARGET,AKT3
rawtok_BRD4,BRD4,13,13,drug_sample,PUTATIVE_TARGET,BRD4
rawtok_CHROMATIN_OTHER,CHROMATIN OTHER,13,13,drug_sample,PATHWAY_NAME,Chromatin other
rawtok_DRD3,DRD3,13,13,drug_sample,PUTATIVE_TARGET,DRD3
rawtok_ESR2,ESR2,13,13,drug_sample,PUTATIVE_TARGET,ESR2
rawtok_FGFR2,FGFR2,13,13,drug_sample,PUTATIVE_TARGET,FGFR2
rawtok_FGFR3,FGFR3,13,13,drug_sample,PUTATIVE_TARGET,FGFR3
rawtok_HDAC8,HDAC8,13,13,drug_sample,PUTATIVE_TARGET,HDAC8
rawtok_JAK1,JAK1,13,13,drug_sample,PUTATIVE_TARGET,JAK1
rawtok_KCNH2,KCNH2,13,13,drug_sample,PUTATIVE_TARGET,KCNH2
rawtok_LCK,LCK,13,13,drug_sample,PUTATIVE_TARGET,LCK
rawtok_MAPK14,MAPK14,13,13,drug_sample,PUTATIVE_TARGET,MAPK14
rawtok_TOP1,TOP1,13,13,drug_sample,PUTATIVE_TARGET,TOP1
rawtok_TYMS,TYMS,13,13,drug_sample,PUTATIVE_TARGET,TYMS
rawtok_ADRA1D,ADRA1D,12,12,drug_sample,PUTATIVE_TARGET,ADRA1D
rawtok_CDK4,CDK4,12,12,drug_sample,PUTATIVE_TARGET,CDK4
rawtok_CSF1R,CSF1R,12,12,drug_sample,PUTATIVE_TARGET,CSF1R
rawtok_CYTOSKELETON,CYTOSKELETON,12,12,drug_sample,PATHWAY_NAME,Cytoskeleton
rawtok_GABRA3,GABRA3,12,12,drug_sample,PUTATIVE_TARGET,GABRA3
rawtok_GABRA5,GABRA5,12,12,drug_sample,PUTATIVE_TARGET,GABRA5
rawtok_METABOLISM,METABOLISM,12,14,drug_sample,PATHWAY_NAME | PUTATIVE_TARGET,Metabolism
rawtok_TYROSINE_PROTEIN_KINASE_LCK,TYROSINE-PROTEIN KINASE LCK,12,12,targets,single_protein_pref_name,Tyrosine-protein kinase Lck
rawtok_WNT_SIGNALING,WNT SIGNALING,12,12,drug_sample,PATHWAY_NAME,WNT signaling
rawtok_CDK7,CDK7,11,11,drug_sample,PUTATIVE_TARGET,CDK7
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_1,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 1,11,11,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 1
rawtok_GABRA2,GABRA2,11,11,drug_sample,PUTATIVE_TARGET,GABRA2
rawtok_GABRG2,GABRG2,11,11,drug_sample,PUTATIVE_TARGET,GABRG2
rawtok_HDAC9,HDAC9,11,11,drug_sample,PUTATIVE_TARGET,HDAC9
rawtok_HTR2C,HTR2C,11,11,drug_sample,PUTATIVE_TARGET,HTR2C
rawtok_HTR7,HTR7,11,11,drug_sample,PUTATIVE_TARGET,HTR7
rawtok_IGF1R,IGF1R,11,11,drug_sample,PUTATIVE_TARGET,IGF1R
rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_RECEPTOR_RET,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE RECEPTOR RET,11,11,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase receptor Ret
rawtok_ALK,ALK,10,10,drug_sample,PUTATIVE_TARGET,ALK
rawtok_AURKC,AURKC,10,10,drug_sample,PUTATIVE_TARGET,AURKC
rawtok_CHRM4,CHRM4,10,10,drug_sample,PUTATIVE_TARGET,CHRM4
rawtok_DRD4,DRD4,10,10,drug_sample,PUTATIVE_TARGET,DRD4
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_2,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 2,10,10,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 2
rawtok_EGFR_SIGNALING,EGFR SIGNALING,10,10,drug_sample,PATHWAY_NAME,EGFR signaling
rawtok_ERBB4,ERBB4,10,10,drug_sample,PUTATIVE_TARGET,ERBB4
rawtok_GABRB2,GABRB2,10,10,drug_sample,PUTATIVE_TARGET,GABRB2
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 5,10,10,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 5
rawtok_NTRK1,NTRK1,10,10,drug_sample,PUTATIVE_TARGET,NTRK1
rawtok_PDGFR,PDGFR,10,10,drug_sample,PUTATIVE_TARGET,PDGFR
rawtok_PLK1,PLK1,10,10,drug_sample,PUTATIVE_TARGET,PLK1
rawtok_PROTEIN_STABILITY_AND_DEGRADATION,PROTEIN STABILITY AND DEGRADATION,10,10,drug_sample,PATHWAY_NAME,Protein stability and degradation
rawtok_RECEPTOR_TYPE_TYROSINE_PROTEIN_KINASE_FLT3,RECEPTOR-TYPE TYROSINE-PROTEIN KINASE FLT3,10,10,targets,single_protein_pref_name,Receptor-type tyrosine-protein kinase FLT3
rawtok_BTK,BTK,9,9,drug_sample,PUTATIVE_TARGET,BTK
rawtok_CDK5,CDK5,9,9,drug_sample,PUTATIVE_TARGET,CDK5
rawtok_CHRM5,CHRM5,9,9,drug_sample,PUTATIVE_TARGET,CHRM5
rawtok_CYP19A1,CYP19A1,9,9,drug_sample,PUTATIVE_TARGET,CYP19A1
rawtok_HDAC4,HDAC4,9,9,drug_sample,PUTATIVE_TARGET,HDAC4
rawtok_HDAC5,HDAC5,9,9,drug_sample,PUTATIVE_TARGET,HDAC5
rawtok_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR,HEPATOCYTE GROWTH FACTOR RECEPTOR,9,9,targets,single_protein_pref_name,Hepatocyte growth factor receptor
rawtok_HSP90AA1,HSP90AA1,9,9,drug_sample,PUTATIVE_TARGET,HSP90AA1
rawtok_IKBKB,IKBKB,9,9,drug_sample,PUTATIVE_TARGET,IKBKB
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_4,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 4,9,9,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 4
rawtok_NR1I2,NR1I2,9,9,drug_sample,PUTATIVE_TARGET,NR1I2
rawtok_OPRK1,OPRK1,9,9,drug_sample,PUTATIVE_TARGET,OPRK1
rawtok_PARP2,PARP2,9,9,drug_sample,PUTATIVE_TARGET,PARP2
rawtok_PROTO_ONCOGENE_TYROSINE_PROTEIN_KINASE_SRC,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE SRC,9,9,targets,single_protein_pref_name,Proto-oncogene tyrosine-protein kinase Src
rawtok_STE20_LIKE_SERINE_THREONINE_PROTEIN_KINASE,STE20-LIKE SERINE/THREONINE-PROTEIN KINASE,9,9,targets,single_protein_pref_name,STE20-like serine/threonine-protein kinase
rawtok_SYK,SYK,9,9,drug_sample,PUTATIVE_TARGET,SYK
rawtok_TGFBR1,TGFBR1,9,9,drug_sample,PUTATIVE_TARGET,TGFBR1
rawtok_TUBB1,TUBB1,9,9,drug_sample,PUTATIVE_TARGET,TUBB1
rawtok_TYROSINE_PROTEIN_KINASE_ABL1,TYROSINE-PROTEIN KINASE ABL1,9,9,targets,single_protein_pref_name,Tyrosine-protein kinase ABL1
rawtok_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_2,VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 2,9,9,targets,single_protein_pref_name,Vascular endothelial growth factor receptor 2
rawtok_VOLTAGE_GATED_INWARDLY_RECTIFYING_POTASSIUM_CHANNEL_KCNH2,VOLTAGE-GATED INWARDLY RECTIFYING POTASSIUM CHANNEL KCNH2,9,9,targets,single_protein_pref_name,Voltage-gated inwardly rectifying potassium channel KCNH2
rawtok_ACTIVATED_CDC42_KINASE_1,ACTIVATED CDC42 KINASE 1,8,8,targets,single_protein_pref_name,Activated CDC42 kinase 1
rawtok_ATR,ATR,8,8,drug_sample,PUTATIVE_TARGET,ATR
rawtok_DUAL_SPECIFICITY_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_5,DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5,8,8,targets,single_protein_pref_name,Dual specificity mitogen-activated protein kinase kinase 5
rawtok_FGFR4,FGFR4,8,8,drug_sample,PUTATIVE_TARGET,FGFR4
rawtok_GABRA6,GABRA6,8,8,drug_sample,PUTATIVE_TARGET,GABRA6
rawtok_GABRB3,GABRB3,8,8,drug_sample,PUTATIVE_TARGET,GABRB3
rawtok_GLRA1,GLRA1,8,8,drug_sample,PUTATIVE_TARGET,GLRA1
rawtok_GRIN2A,GRIN2A,8,8,drug_sample,PUTATIVE_TARGET,GRIN2A
rawtok_GRIN2B,GRIN2B,8,8,drug_sample,PUTATIVE_TARGET,GRIN2B
rawtok_HDAC7,HDAC7,8,8,drug_sample,PUTATIVE_TARGET,HDAC7
rawtok_HRH2,HRH2,8,8,drug_sample,PUTATIVE_TARGET,HRH2
rawtok_HTR1B,HTR1B,8,8,drug_sample,PUTATIVE_TARGET,HTR1B
rawtok_HTR1D,HTR1D,8,8,drug_sample,PUTATIVE_TARGET,HTR1D
rawtok_IMPDH1,IMPDH1,8,8,drug_sample,PUTATIVE_TARGET,IMPDH1
rawtok_JNK_AND_P38_SIGNALING,JNK AND P38 SIGNALING,8,8,drug_sample,PATHWAY_NAME,JNK and p38 signaling
rawtok_MAP2K2,MAP2K2,8,8,drug_sample,PUTATIVE_TARGET,MAP2K2
rawtok_MAPK11,MAPK11,8,8,drug_sample,PUTATIVE_TARGET,MAPK11
rawtok_MCL1,MCL1,8,8,drug_sample,PUTATIVE_TARGET,MCL1
rawtok_MDM2,MDM2,8,8,drug_sample,PUTATIVE_TARGET,MDM2
rawtok_NR3C2,NR3C2,8,8,drug_sample,PUTATIVE_TARGET,NR3C2
rawtok_OPRD1,OPRD1,8,8,drug_sample,PUTATIVE_TARGET,OPRD1
rawtok_OPRM1,OPRM1,8,8,drug_sample,PUTATIVE_TARGET,OPRM1
rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA,PLATELET-DERIVED GROWTH FACTOR RECEPTOR BETA,8,8,targets,single_protein_pref_name,Platelet-derived growth factor receptor beta
rawtok_RAF1,RAF1,8,8,drug_sample,PUTATIVE_TARGET,RAF1
rawtok_RECEPTOR_INTERACTING_SERINE_THREONINE_PROTEIN_KINASE_2,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,8,8,targets,single_protein_pref_name,Receptor-interacting serine/threonine-protein kinase 2
rawtok_ROCK1,ROCK1,8,8,drug_sample,PUTATIVE_TARGET,ROCK1
rawtok_ROCK2,ROCK2,8,8,drug_sample,PUTATIVE_TARGET,ROCK2
rawtok_RRM1,RRM1,8,8,drug_sample,PUTATIVE_TARGET,RRM1
rawtok_SCN10A,SCN10A,8,8,drug_sample,PUTATIVE_TARGET,SCN10A
rawtok_SERINE_THREONINE_PROTEIN_KINASE_10,SERINE/THREONINE-PROTEIN KINASE 10,8,8,targets,single_protein_pref_name,Serine/threonine-protein kinase 10
rawtok_TNF,TNF,8,8,drug_sample,PUTATIVE_TARGET,TNF
rawtok_TRAF2_AND_NCK_INTERACTING_PROTEIN_KINASE,TRAF2 AND NCK-INTERACTING PROTEIN KINASE,8,8,targets,single_protein_pref_name,TRAF2 and NCK-interacting protein kinase
rawtok_TUBA1A,TUBA1A,8,8,drug_sample,PUTATIVE_TARGET,TUBA1A
rawtok_TUBA4A,TUBA4A,8,8,drug_sample,PUTATIVE_TARGET,TUBA4A
rawtok_TUBB4B,TUBB4B,8,8,drug_sample,PUTATIVE_TARGET,TUBB4B
rawtok_TYROSINE_PROTEIN_KINASE_ABL2,TYROSINE-PROTEIN KINASE ABL2,8,8,targets,single_protein_pref_name,Tyrosine-protein kinase ABL2
rawtok_TYROSINE_PROTEIN_KINASE_BLK,TYROSINE-PROTEIN KINASE BLK,8,8,targets,single_protein_pref_name,Tyrosine-protein kinase Blk
rawtok_TYROSINE_PROTEIN_KINASE_FRK,TYROSINE-PROTEIN KINASE FRK,8,8,targets,single_protein_pref_name,Tyrosine-protein kinase FRK
rawtok_TYROSINE_PROTEIN_KINASE_FYN,TYROSINE-PROTEIN KINASE FYN,8,8,targets,single_protein_pref_name,Tyrosine-protein kinase Fyn
rawtok_TYROSINE_PROTEIN_KINASE_HCK,TYROSINE-PROTEIN KINASE HCK,8,8,targets,single_protein_pref_name,Tyrosine-protein kinase HCK
rawtok_TYROSINE_PROTEIN_KINASE_LYN,TYROSINE-PROTEIN KINASE LYN,8,8,targets,single_protein_pref_name,Tyrosine-protein kinase Lyn
rawtok_VDR,VDR,8,8,drug_sample,PUTATIVE_TARGET,VDR
rawtok_VEGFR,VEGFR,8,8,drug_sample,PUTATIVE_TARGET,VEGFR
rawtok_ABL,ABL,7,7,drug_sample,PUTATIVE_TARGET,ABL
rawtok_ADORA1,ADORA1,7,7,drug_sample,PUTATIVE_TARGET,ADORA1
rawtok_AP2_ASSOCIATED_PROTEIN_KINASE_1,AP2-ASSOCIATED PROTEIN KINASE 1,7,7,targets,single_protein_pref_name,AP2-associated protein kinase 1
rawtok_AURORA_KINASE_B,AURORA KINASE B,7,7,targets,single_protein_pref_name,Aurora kinase B
rawtok_BRD2,BRD2,7,7,drug_sample,PUTATIVE_TARGET,BRD2
rawtok_CA1,CA1,7,7,drug_sample,PUTATIVE_TARGET,CA1
rawtok_CA2,CA2,7,7,drug_sample,PUTATIVE_TARGET,CA2
rawtok_CACNA1C,CACNA1C,7,7,drug_sample,PUTATIVE_TARGET,CACNA1C
rawtok_CYCLIN_G_ASSOCIATED_KINASE,CYCLIN-G-ASSOCIATED KINASE,7,7,targets,single_protein_pref_name,Cyclin-G-associated kinase
rawtok_EPHRIN_TYPE_B_RECEPTOR_6,EPHRIN TYPE-B RECEPTOR 6,7,7,targets,single_protein_pref_name,Ephrin type-B receptor 6
rawtok_EPITHELIAL_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_1,EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1,7,7,targets,single_protein_pref_name,Epithelial discoidin domain-containing receptor 1
rawtok_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_1,FIBROBLAST GROWTH FACTOR RECEPTOR 1,7,7,targets,single_protein_pref_name,Fibroblast growth factor receptor 1
rawtok_GABRA4,GABRA4,7,7,drug_sample,PUTATIVE_TARGET,GABRA4
rawtok_GABRB1,GABRB1,7,7,drug_sample,PUTATIVE_TARGET,GABRB1
rawtok_GRIN1,GRIN1,7,7,drug_sample,PUTATIVE_TARGET,GRIN1
rawtok_HDAC10,HDAC10,7,7,drug_sample,PUTATIVE_TARGET,HDAC10
rawtok_HDAC11,HDAC11,7,7,drug_sample,PUTATIVE_TARGET,HDAC11
rawtok_HMGCR,HMGCR,7,7,drug_sample,PUTATIVE_TARGET,HMGCR
rawtok_HTR3A,HTR3A,7,7,drug_sample,PUTATIVE_TARGET,HTR3A
rawtok_HTR6,HTR6,7,7,drug_sample,PUTATIVE_TARGET,HTR6
rawtok_IGF1R_SIGNALING,IGF1R SIGNALING,7,7,drug_sample,PATHWAY_NAME,IGF1R signaling
rawtok_IMPDH2,IMPDH2,7,7,drug_sample,PUTATIVE_TARGET,IMPDH2
rawtok_KIF11,KIF11,7,7,drug_sample,PUTATIVE_TARGET,KIF11
rawtok_MACROPHAGE_COLONY_STIMULATING_FACTOR_1_RECEPTOR,MACROPHAGE COLONY-STIMULATING FACTOR 1 RECEPTOR,7,7,targets,single_protein_pref_name,Macrophage colony-stimulating factor 1 receptor
rawtok_MAST_STEM_CELL_GROWTH_FACTOR_RECEPTOR_KIT,MAST/STEM CELL GROWTH FACTOR RECEPTOR KIT,7,7,targets,single_protein_pref_name,Mast/stem cell growth factor receptor Kit
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_10,MITOGEN-ACTIVATED PROTEIN KINASE 10,7,7,targets,single_protein_pref_name,Mitogen-activated protein kinase 10
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_20,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 20,7,7,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase 20
rawtok_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_KINASE_2,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 2,7,7,targets,single_protein_pref_name,Mitogen-activated protein kinase kinase kinase kinase 2
rawtok_PI3KALPHA,PI3KALPHA,7,7,drug_sample,PUTATIVE_TARGET,PI3Kalpha
rawtok_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_ALPHA,PLATELET-DERIVED GROWTH FACTOR RECEPTOR ALPHA,7,7,targets,single_protein_pref_name,Platelet-derived growth factor receptor alpha
rawtok_PPARA,PPARA,7,7,drug_sample,PUTATIVE_TARGET,PPARA
rawtok_RRM2,RRM2,7,7,drug_sample,PUTATIVE_TARGET,RRM2
rawtok_SCN5A,SCN5A,7,7,drug_sample,PUTATIVE_TARGET,SCN5A
rawtok_SERPINA6,SERPINA6,7,7,drug_sample,PUTATIVE_TARGET,SERPINA6
rawtok_SLC6A3,SLC6A3,7,7,drug_sample,PUTATIVE_TARGET,SLC6A3
rawtok_SODIUM_DEPENDENT_DOPAMINE_TRANSPORTER,SODIUM-DEPENDENT DOPAMINE TRANSPORTER,7,7,targets,single_protein_pref_name,Sodium-dependent dopamine transporter
rawtok_TYROSINE_PROTEIN_KINASE_FGR,TYROSINE-PROTEIN KINASE FGR,7,7,targets,single_protein_pref_name,Tyrosine-protein kinase Fgr
rawtok_TYROSINE_PROTEIN_KINASE_YES,TYROSINE-PROTEIN KINASE YES,7,7,targets,single_protein_pref_name,Tyrosine-protein kinase Yes
rawtok_XIAP,XIAP,7,7,drug_sample,PUTATIVE_TARGET,XIAP
rawtok_ALOX5,ALOX5,6,6,drug_sample,PUTATIVE_TARGET,ALOX5
rawtok_ATP1A1,ATP1A1,6,6,drug_sample,PUTATIVE_TARGET,ATP1A1
rawtok_BCL_XL,BCL-XL,6,6,drug_sample,PUTATIVE_TARGET,BCL-XL
rawtok_BMP_2_INDUCIBLE_PROTEIN_KINASE,BMP-2-INDUCIBLE PROTEIN KINASE,6,6,targets,single_protein_pref_name,BMP-2-inducible protein kinase
rawtok_BRD3,BRD3,6,6,drug_sample,PUTATIVE_TARGET,BRD3
rawtok_CASEIN_KINASE_II_SUBUNIT_ALPHA__2,CASEIN KINASE II SUBUNIT ALPHA',6,6,targets,single_protein_pref_name,Casein kinase II subunit alpha'
rawtok_CDK6,CDK6,6,7,drug_feature_summary | drug_sample,PUTATIVE_TARGET | mechanism_of_action_list,CDK6
rawtok_CITRON_RHO_INTERACTING_KINASE,CITRON RHO-INTERACTING KINASE,6,6,targets,single_protein_pref_name,Citron Rho-interacting kinase
rawtok_CYCLIN_DEPENDENT_KINASE_16,CYCLIN-DEPENDENT KINASE 16,6,6,targets,single_protein_pref_name,Cyclin-dependent kinase 16
rawtok_CYCLIN_DEPENDENT_KINASE_7,CYCLIN-DEPENDENT KINASE 7,6,6,targets,single_protein_pref_name,Cyclin-dependent kinase 7
rawtok_CYP3A5,CYP3A5,6,6,drug_sample,PUTATIVE_TARGET,CYP3A5
rawtok_CYTOCHROME_P450_3A4,CYTOCHROME P450 3A4,6,6,targets,single_protein_pref_name,Cytochrome P450 3A4
rawtok_DISCOIDIN_DOMAIN_CONTAINING_RECEPTOR_2,DISCOIDIN DOMAIN-CONTAINING RECEPTOR 2,6,6,targets,single_protein_pref_name,Discoidin domain-containing receptor 2
rawtok_DRD1,DRD1,6,6,drug_sample,PUTATIVE_TARGET,DRD1
rawtok_EPHRIN_TYPE_A_RECEPTOR_6,EPHRIN TYPE-A RECEPTOR 6,6,6,targets,single_protein_pref_name,Ephrin type-A receptor 6
rawtok_ERK2,ERK2,6,6,drug_sample,PUTATIVE_TARGET,ERK2
rawtok_FOCAL_ADHESION_KINASE_1,FOCAL ADHESION KINASE 1,6,6,targets,single_protein_pref_name,Focal adhesion kinase 1
rawtok_GABRD,GABRD,6,6,drug_sample,PUTATIVE_TARGET,GABRD
