feature,raw_token,n_drugs_supporting_token,n_rows,sources,fields,example_token
rawtok_THREONINE_PROTEIN_KINASE_AKT_INHIBITOR,THREONINE-PROTEIN KINASE AKT INHIBITOR,1,1,drug_feature_summary,mechanism_of_action_list,threonine-protein kinase AKT inhibitor
rawtok_THREONINE_PROTEIN_KINASE_CHK1_INHIBITOR,THREONINE-PROTEIN KINASE CHK1 INHIBITOR,1,1,drug_feature_summary,mechanism_of_action_list,threonine-protein kinase Chk1 inhibitor
rawtok_THREONINE_PROTEIN_KINASE_MTOR_INHIBITOR,THREONINE-PROTEIN KINASE MTOR INHIBITOR,1,1,drug_feature_summary,mechanism_of_action_list,threonine-protein kinase mTOR inhibitor
rawtok_THROMBOXANE_A2_RECEPTOR,THROMBOXANE A2 RECEPTOR,1,1,targets,single_protein_pref_name,Thromboxane A2 receptor
rawtok_THROMBOXANE_A_SYNTHASE,THROMBOXANE-A SYNTHASE,1,1,targets,single_protein_pref_name,Thromboxane-A synthase
rawtok_THYMIDYLATE_SYNTHASE,THYMIDYLATE SYNTHASE,1,1,targets,single_protein_pref_name,Thymidylate synthase
rawtok_TNFSF10,TNFSF10,1,1,drug_sample,PUTATIVE_TARGET,TNFSF10
rawtok_TNFSF11,TNFSF11,1,1,drug_sample,PUTATIVE_TARGET,TNFSF11
rawtok_TNK2,TNK2,1,1,drug_sample,PUTATIVE_TARGET,TNK2
rawtok_TNNC1,TNNC1,1,1,drug_sample,PUTATIVE_TARGET,TNNC1
rawtok_TOLL_LIKE_RECEPTOR_4,TOLL-LIKE RECEPTOR 4,1,1,targets,single_protein_pref_name,Toll-like receptor 4
rawtok_TP53_ACTIVATION,TP53 ACTIVATION,1,1,drug_sample,PUTATIVE_TARGET,TP53 activation
rawtok_TPH1,TPH1,1,1,drug_sample,PUTATIVE_TARGET,TPH1
rawtok_TPK1,TPK1,1,1,drug_sample,PUTATIVE_TARGET,TPK1
rawtok_TRAIL_RECEPTOR_AGONIST,TRAIL RECEPTOR AGONIST,1,1,drug_sample,PUTATIVE_TARGET,TRAIL receptor agonist
rawtok_TRANSCRIPTION_FACTOR_P65,TRANSCRIPTION FACTOR P65,1,1,targets,single_protein_pref_name,Transcription factor p65
rawtok_TRANSCRIPTION_INITIATION_FACTOR_TFIID_SUBUNIT_1,TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 1,1,1,targets,single_protein_pref_name,Transcription initiation factor TFIID subunit 1
rawtok_TRANSCRIPTIONAL_REGULATOR_ERG,TRANSCRIPTIONAL REGULATOR ERG,1,1,targets,single_protein_pref_name,Transcriptional regulator ERG
rawtok_TRDMT1,TRDMT1,1,1,drug_sample,PUTATIVE_TARGET,TRDMT1
rawtok_TRPA1,TRPA1,1,1,drug_sample,PUTATIVE_TARGET,TRPA1
rawtok_TRPC1,TRPC1,1,1,drug_sample,PUTATIVE_TARGET,TRPC1
rawtok_TRPC3,TRPC3,1,1,drug_sample,PUTATIVE_TARGET,TRPC3
rawtok_TRPC4,TRPC4,1,1,drug_sample,PUTATIVE_TARGET,TRPC4
rawtok_TRPV2,TRPV2,1,1,drug_sample,PUTATIVE_TARGET,TRPV2
rawtok_TUBD1,TUBD1,1,1,drug_sample,PUTATIVE_TARGET,TUBD1
rawtok_TUBE1,TUBE1,1,1,drug_sample,PUTATIVE_TARGET,TUBE1
rawtok_TUBG1,TUBG1,1,1,drug_sample,PUTATIVE_TARGET,TUBG1
rawtok_TUBULIN_INHIBITOR,TUBULIN INHIBITOR,1,2,drug_feature_summary | mechanisms,mechanism_of_action | mechanism_of_action_list,Tubulin inhibitor
rawtok_TXK,TXK,1,1,drug_sample,PUTATIVE_TARGET,TXK
rawtok_TXNRD1,TXNRD1,1,1,drug_sample,PUTATIVE_TARGET,TXNRD1
rawtok_TYROSINE_PROTEIN_KINASE_ABL_INHIBITOR,TYROSINE-PROTEIN KINASE ABL INHIBITOR,1,2,drug_feature_summary | mechanisms,mechanism_of_action | mechanism_of_action_list,Tyrosine-protein kinase ABL inhibitor
rawtok_TYROSINE_PROTEIN_KINASE_HCK_INHIBITOR,TYROSINE-PROTEIN KINASE HCK INHIBITOR,1,2,drug_feature_summary | mechanisms,mechanism_of_action | mechanism_of_action_list,Tyrosine-protein kinase HCK inhibitor
rawtok_TYROSINE_PROTEIN_KINASE_JAK2_INHIBITOR,TYROSINE-PROTEIN KINASE JAK2 INHIBITOR,1,2,drug_feature_summary | mechanisms,mechanism_of_action | mechanism_of_action_list,Tyrosine-protein kinase JAK2 inhibitor
rawtok_TYROSINE_PROTEIN_KINASE_LYN_INHIBITOR,TYROSINE-PROTEIN KINASE LYN INHIBITOR,1,2,drug_feature_summary | mechanisms,mechanism_of_action | mechanism_of_action_list,Tyrosine-protein kinase Lyn inhibitor
rawtok_TYROSINE_PROTEIN_KINASE_RECEPTOR_FLT3_INHIBITOR,TYROSINE-PROTEIN KINASE RECEPTOR FLT3 INHIBITOR,1,2,drug_feature_summary | mechanisms,mechanism_of_action | mechanism_of_action_list,Tyrosine-protein kinase receptor FLT3 inhibitor
rawtok_TYROSINE_PROTEIN_KINASE_SRC_INHIBITOR,TYROSINE-PROTEIN KINASE SRC INHIBITOR,1,2,drug_feature_summary | mechanisms,mechanism_of_action | mechanism_of_action_list,Tyrosine-protein kinase SRC inhibitor
rawtok_UAF1,UAF1,1,1,drug_sample,PUTATIVE_TARGET,UAF1
rawtok_UBA3,UBA3,1,1,drug_sample,PUTATIVE_TARGET,UBA3
rawtok_UBE2N,UBE2N,1,1,drug_sample,PUTATIVE_TARGET,UBE2N
rawtok_UBIQUITIN_CARBOXYL_TERMINAL_HYDROLASE_28,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 28,1,1,targets,single_protein_pref_name,Ubiquitin carboxyl-terminal hydrolase 28
rawtok_UBIQUITIN_LIKE_MODIFIER_ACTIVATING_ENZYME_6,UBIQUITIN-LIKE MODIFIER-ACTIVATING ENZYME 6,1,1,targets,single_protein_pref_name,Ubiquitin-like modifier-activating enzyme 6
rawtok_UCHL5,UCHL5,1,1,drug_sample,PUTATIVE_TARGET,UCHL5
rawtok_UCKL1,UCKL1,1,1,drug_sample,PUTATIVE_TARGET,UCKL1
rawtok_UGT1A1,UGT1A1,1,1,drug_sample,PUTATIVE_TARGET,UGT1A1
rawtok_ULK1,ULK1,1,1,drug_sample,PUTATIVE_TARGET,ULK1
rawtok_UNCHARACTERIZED_SERINE_THREONINE_PROTEIN_KINASE_SBK3,UNCHARACTERIZED SERINE/THREONINE-PROTEIN KINASE SBK3,1,1,targets,single_protein_pref_name,Uncharacterized serine/threonine-protein kinase SBK3
rawtok_USP2,USP2,1,1,drug_sample,PUTATIVE_TARGET,USP2
rawtok_USP47,USP47,1,1,drug_sample,PUTATIVE_TARGET,USP47
rawtok_USP9X,USP9X,1,1,drug_sample,PUTATIVE_TARGET,USP9X
rawtok_UTS2R,UTS2R,1,1,drug_sample,PUTATIVE_TARGET,UTS2R
rawtok_VASOPRESSIN_V1A_RECEPTOR,VASOPRESSIN V1A RECEPTOR,1,1,targets,single_protein_pref_name,Vasopressin V1a receptor
rawtok_VASOPRESSIN_V2_RECEPTOR,VASOPRESSIN V2 RECEPTOR,1,1,targets,single_protein_pref_name,Vasopressin V2 receptor
rawtok_VCAM1,VCAM1,1,1,drug_sample,PUTATIVE_TARGET,VCAM1
rawtok_VCP,VCP,1,1,drug_sample,PUTATIVE_TARGET,VCP
rawtok_VDAC2,VDAC2,1,1,drug_sample,PUTATIVE_TARGET,VDAC2
rawtok_VKORC1L1,VKORC1L1,1,1,drug_sample,PUTATIVE_TARGET,VKORC1L1
rawtok_VSP34,VSP34,1,1,drug_sample,PUTATIVE_TARGET,VSP34
rawtok_WIP1,WIP1,1,1,drug_sample,PUTATIVE_TARGET,WIP1
rawtok_ZINC_FINGER_PROTEIN_AIOLOS,ZINC FINGER PROTEIN AIOLOS,1,1,targets,single_protein_pref_name,Zinc finger protein Aiolos
